Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bears,-4.0,17.18,-1.01,15.11,0.0,-19.83,-26.74,4.5,0.0,-2.01,-3.09,4.25,-5.65,-1.02,3.5,9.0,2022,130
Dolphins,4.0,19.83,26.74,-4.5,0.0,-17.18,1.01,-15.11,0.0,2.01,-4.25,3.09,1.02,5.65,-3.5,9.0,2022,130
