Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Geno Smith,SEA,0,0,0,0,0,9.0,2022,133
Kenneth Walker III,SEA,4,3,20,0,13,9.0,2022,133
Travis Homer,SEA,3,3,25,0,22,9.0,2022,133
DeeJay Dallas,SEA,0,0,0,0,0,9.0,2022,133
Noah Fant,SEA,6,5,96,0,51,9.0,2022,133
Tyler Lockett,SEA,5,5,67,1,30,9.0,2022,133
D.K. Metcalf,SEA,6,5,37,1,9,9.0,2022,133
Will Dissly,SEA,4,3,24,0,13,9.0,2022,133
Colby Parkinson,SEA,2,2,6,0,10,9.0,2022,133
D'Wayne Eskridge,SEA,2,0,0,0,0,9.0,2022,133
Kyler Murray,ARI,0,0,0,0,0,9.0,2022,133
James Conner,ARI,5,5,19,0,8,9.0,2022,133
Eno Benjamin,ARI,1,1,15,0,15,9.0,2022,133
Greg Dortch,ARI,1,1,0,0,0,9.0,2022,133
Keaontay Ingram,ARI,0,0,0,0,0,9.0,2022,133
Rondale Moore,ARI,10,8,69,0,18,9.0,2022,133
Zach Ertz,ARI,8,5,40,1,14,9.0,2022,133
DeAndre Hopkins,ARI,5,4,36,1,22,9.0,2022,133
Robbie Chosen,ARI,3,1,-4,0,-4,9.0,2022,133
