Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Saints,-14.0,-3.99,0.0,-3.52,-4.5,-11.91,-5.24,-7.45,0.0,1.6,-1.63,2.66,4.45,-3.7,-0.18,9.0,2022,136
Ravens,14.0,11.91,5.24,7.45,0.0,3.99,0.0,3.52,4.5,-1.6,-2.66,1.63,3.7,-4.45,0.18,9.0,2022,136
