Player,Pos,home_team,team,week,year,game_id
Kirk Cousins,QB,0,Vikings,9.0,2022,127
Dalvin Cook,RB,0,Vikings,9.0,2022,127
Adam Thielen,WR,0,Vikings,9.0,2022,127
K.J. Osborn,WR,0,Vikings,9.0,2022,127
Justin Jefferson,WR,0,Vikings,9.0,2022,127
T.J. Hockenson,TE,0,Vikings,9.0,2022,127
Brian O'Neill,T,0,Vikings,9.0,2022,127
Christian Darrisaw,T,0,Vikings,9.0,2022,127
Ed Ingram,G,0,Vikings,9.0,2022,127
Ezra Cleveland,G,0,Vikings,9.0,2022,127
Garrett Bradbury,C,0,Vikings,9.0,2022,127
Jonathan Bullard,DL,0,Vikings,9.0,2022,127
James Lynch,DT,0,Vikings,9.0,2022,127
Harrison Phillips,DT,0,Vikings,9.0,2022,127
Danielle Hunter,OLB,0,Vikings,9.0,2022,127
Jordan Hicks,LB,0,Vikings,9.0,2022,127
Eric Kendricks,LB,0,Vikings,9.0,2022,127
Za'Darius Smith,LB,0,Vikings,9.0,2022,127
Cameron Dantzler,CB,0,Vikings,9.0,2022,127
Patrick Peterson,CB,0,Vikings,9.0,2022,127
Camryn Bynum,S,0,Vikings,9.0,2022,127
Harrison Smith,S,0,Vikings,9.0,2022,127
