Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Josh Allen,BUF,9,86,2,36,9.0,2022,125
Devin Singletary,BUF,8,24,0,5,9.0,2022,125
James Cook,BUF,4,15,0,6,9.0,2022,125
Isaiah McKenzie,BUF,1,9,0,9,9.0,2022,125
Stefon Diggs,BUF,0,0,0,0,9.0,2022,125
Gabriel Davis,BUF,0,0,0,0,9.0,2022,125
Dawson Knox,BUF,0,0,0,0,9.0,2022,125
Jake Kumerow,BUF,0,0,0,0,9.0,2022,125
Nyheim Hines,BUF,0,0,0,0,9.0,2022,125
Zach Wilson,NYJ,5,24,0,13,9.0,2022,125
Michael Carter,NYJ,12,76,1,25,9.0,2022,125
James Robinson,NYJ,13,48,0,16,9.0,2022,125
Ty Johnson,NYJ,2,17,0,12,9.0,2022,125
Garrett Wilson,NYJ,1,7,0,7,9.0,2022,125
Ashtyn Davis,NYJ,1,2,0,2,9.0,2022,125
C.J. Uzomah,NYJ,0,0,0,0,9.0,2022,125
Denzel Mims,NYJ,0,0,0,0,9.0,2022,125
Tyler Conklin,NYJ,0,0,0,0,9.0,2022,125
Jeff Smith,NYJ,0,0,0,0,9.0,2022,125
Braxton Berrios,NYJ,0,0,0,0,9.0,2022,125
