Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Laken Tomlinson,G,60,100%,0,0%,4,17%,1,Jets,9.0,2022,125
Cedric Ogbuehi,T,60,100%,0,0%,4,17%,1,Jets,9.0,2022,125
Nate Herbig,G,60,100%,0,0%,4,17%,1,Jets,9.0,2022,125
Zach Wilson,QB,60,100%,0,0%,0,0%,1,Jets,9.0,2022,125
Duane Brown,T,60,100%,0,0%,0,0%,1,Jets,9.0,2022,125
Connor McGovern,C,60,100%,0,0%,0,0%,1,Jets,9.0,2022,125
Garrett Wilson,WR,55,92%,0,0%,0,0%,1,Jets,9.0,2022,125
Denzel Mims,WR,50,83%,0,0%,0,0%,1,Jets,9.0,2022,125
Tyler Conklin,TE,43,72%,0,0%,8,35%,1,Jets,9.0,2022,125
C.J. Uzomah,TE,32,53%,0,0%,12,52%,1,Jets,9.0,2022,125
Michael Carter,RB,31,52%,0,0%,0,0%,1,Jets,9.0,2022,125
Elijah Moore,WR,27,45%,0,0%,0,0%,1,Jets,9.0,2022,125
James Robinson,RB,24,40%,0,0%,0,0%,1,Jets,9.0,2022,125
Braxton Berrios,WR,21,35%,0,0%,6,26%,1,Jets,9.0,2022,125
Ty Johnson,RB,7,12%,0,0%,11,48%,1,Jets,9.0,2022,125
Jeff Smith,WR,7,12%,0,0%,7,30%,1,Jets,9.0,2022,125
Kenny Yeboah,TE,3,5%,0,0%,19,83%,1,Jets,9.0,2022,125
Sauce Gardner,CB,0,0%,62,100%,4,17%,1,Jets,9.0,2022,125
Lamarcus Joyner,SS,0,0%,62,100%,0,0%,1,Jets,9.0,2022,125
Jordan Whitehead,SS,0,0%,62,100%,0,0%,1,Jets,9.0,2022,125
D.J. Reed,CB,0,0%,62,100%,0,0%,1,Jets,9.0,2022,125
C.J. Mosley,LB,0,0%,53,85%,3,13%,1,Jets,9.0,2022,125
Quinnen Williams,NT,0,0%,46,74%,4,17%,1,Jets,9.0,2022,125
Quincy Williams,LB,0,0%,46,74%,0,0%,1,Jets,9.0,2022,125
Michael Carter II,CB,0,0%,45,73%,1,4%,1,Jets,9.0,2022,125
Carl Lawson,DE,0,0%,37,60%,0,0%,1,Jets,9.0,2022,125
John Franklin-Myers,DE,0,0%,36,58%,0,0%,1,Jets,9.0,2022,125
Solomon Thomas,DT,0,0%,27,44%,4,17%,1,Jets,9.0,2022,125
Nathan Shepherd,DT,0,0%,23,37%,8,35%,1,Jets,9.0,2022,125
Kwon Alexander,LB,0,0%,23,37%,0,0%,1,Jets,9.0,2022,125
Micheal Clemons,DE,0,0%,20,32%,15,65%,1,Jets,9.0,2022,125
Vinny Curry,DE,0,0%,17,27%,4,17%,1,Jets,9.0,2022,125
Bryce Huff,DE,0,0%,16,26%,5,22%,1,Jets,9.0,2022,125
Jermaine Johnson II,DE,0,0%,15,24%,4,17%,1,Jets,9.0,2022,125
Sheldon Rankins,DT,0,0%,10,16%,0,0%,1,Jets,9.0,2022,125
Jamien Sherwood,LB,0,0%,9,15%,15,65%,1,Jets,9.0,2022,125
Will Parks,FS,0,0%,7,11%,11,48%,1,Jets,9.0,2022,125
Brandin Echols,CB,0,0%,3,5%,15,65%,1,Jets,9.0,2022,125
Ashtyn Davis,SS,0,0%,1,2%,19,83%,1,Jets,9.0,2022,125
Justin Hardee,CB,0,0%,0,0%,18,78%,1,Jets,9.0,2022,125
Marcell Harris,LB,0,0%,0,0%,15,65%,1,Jets,9.0,2022,125
Braden Mann,P,0,0%,0,0%,13,57%,1,Jets,9.0,2022,125
Thomas Hennessy,LS,0,0%,0,0%,8,35%,1,Jets,9.0,2022,125
Greg Zuerlein,K,0,0%,0,0%,4,17%,1,Jets,9.0,2022,125
Conor McDermott,T,0,0%,0,0%,4,17%,1,Jets,9.0,2022,125
Dan Feeney,G,0,0%,0,0%,4,17%,1,Jets,9.0,2022,125
