Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Jaguars,7.0,13.11,14.36,-1.25,-3.81,0.43,-4.51,4.61,2.41,-2.69,-1.91,4.04,1.5,-3.21,-3.11,9.0,2022,132
Raiders,-7.0,-0.43,4.51,-4.61,-2.41,-13.11,-14.36,1.25,3.81,2.69,-4.04,1.91,3.21,-1.5,3.11,9.0,2022,132
