Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Geno Smith,SEA,6,38,0,18,9.0,2022,133
Kenneth Walker III,SEA,26,109,2,15,9.0,2022,133
Travis Homer,SEA,1,7,0,7,9.0,2022,133
DeeJay Dallas,SEA,1,4,0,4,9.0,2022,133
Noah Fant,SEA,0,0,0,0,9.0,2022,133
Tyler Lockett,SEA,0,0,0,0,9.0,2022,133
D.K. Metcalf,SEA,0,0,0,0,9.0,2022,133
Will Dissly,SEA,0,0,0,0,9.0,2022,133
Colby Parkinson,SEA,0,0,0,0,9.0,2022,133
D'Wayne Eskridge,SEA,0,0,0,0,9.0,2022,133
Kyler Murray,ARI,8,60,0,21,9.0,2022,133
James Conner,ARI,7,45,0,14,9.0,2022,133
Eno Benjamin,ARI,4,12,0,5,9.0,2022,133
Greg Dortch,ARI,1,3,0,3,9.0,2022,133
Keaontay Ingram,ARI,1,2,0,2,9.0,2022,133
Rondale Moore,ARI,0,0,0,0,9.0,2022,133
Zach Ertz,ARI,0,0,0,0,9.0,2022,133
DeAndre Hopkins,ARI,0,0,0,0,9.0,2022,133
Robbie Chosen,ARI,0,0,0,0,9.0,2022,133
