Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Lamar Jackson,BAL,1,0,9.0,2022,136
Kenyan Drake,BAL,0,0,9.0,2022,136
Justice Hill,BAL,0,0,9.0,2022,136
Patrick Ricard,BAL,0,0,9.0,2022,136
Isaiah Likely,BAL,0,0,9.0,2022,136
James Proche,BAL,0,0,9.0,2022,136
Josh Oliver,BAL,0,0,9.0,2022,136
DeSean Jackson,BAL,0,0,9.0,2022,136
Demarcus Robinson,BAL,0,0,9.0,2022,136
Mike Davis,BAL,0,0,9.0,2022,136
Devin Duvernay,BAL,0,0,9.0,2022,136
Andy Dalton,NOR,0,0,9.0,2022,136
Taysom Hill,NOR,0,0,9.0,2022,136
Alvin Kamara,NOR,0,0,9.0,2022,136
Dwayne Washington,NOR,0,0,9.0,2022,136
Chris Olave,NOR,0,0,9.0,2022,136
Juwan Johnson,NOR,0,0,9.0,2022,136
Tre'Quan Smith,NOR,0,0,9.0,2022,136
Marquez Callaway,NOR,0,0,9.0,2022,136
Kevin White,NOR,0,0,9.0,2022,136
Adam Trautman,NOR,0,0,9.0,2022,136
