Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Malik Willis,TEN,8,40,0,17,9.0,2022,135
Derrick Henry,TEN,17,115,2,56,9.0,2022,135
Dontrell Hilliard,TEN,3,12,0,5,9.0,2022,135
Hassan Haskins,TEN,1,5,0,5,9.0,2022,135
Chigoziem Okonkwo,TEN,0,0,0,0,9.0,2022,135
Austin Hooper,TEN,0,0,0,0,9.0,2022,135
Chris Conley,TEN,0,0,0,0,9.0,2022,135
Robert Woods,TEN,0,0,0,0,9.0,2022,135
Nick Westbrook-Ikhine,TEN,0,0,0,0,9.0,2022,135
Cody Hollister,TEN,0,0,0,0,9.0,2022,135
Patrick Mahomes,KAN,6,63,1,20,9.0,2022,135
Clyde Edwards-Helaire,KAN,4,5,0,3,9.0,2022,135
Isiah Pacheco,KAN,5,5,0,2,9.0,2022,135
Jerick McKinnon,KAN,3,4,0,3,9.0,2022,135
Travis Kelce,KAN,0,0,0,0,9.0,2022,135
JuJu Smith-Schuster,KAN,0,0,0,0,9.0,2022,135
Mecole Hardman,KAN,0,0,0,0,9.0,2022,135
Noah Gray,KAN,0,0,0,0,9.0,2022,135
Justin Watson,KAN,0,0,0,0,9.0,2022,135
Kadarius Toney,KAN,0,0,0,0,9.0,2022,135
Marquez Valdes-Scantling,KAN,0,0,0,0,9.0,2022,135
Michael Burton,KAN,1,0,0,0,9.0,2022,135
Skyy Moore,KAN,0,0,0,0,9.0,2022,135
