Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Justin Herbert,LAC,30,43,245,1,1,0,0,25,82.0,9.0,2022,128
Austin Ekeler,LAC,0,0,0,0,0,0,0,0,,9.0,2022,128
Isaiah Spiller,LAC,0,0,0,0,0,0,0,0,,9.0,2022,128
Sony Michel,LAC,0,0,0,0,0,0,0,0,,9.0,2022,128
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,9.0,2022,128
DeAndre Carter,LAC,0,0,0,0,0,0,0,0,,9.0,2022,128
Gerald Everett,LAC,0,0,0,0,0,0,0,0,,9.0,2022,128
Michael Bandy,LAC,0,0,0,0,0,0,0,0,,9.0,2022,128
Richard Rodgers,LAC,0,0,0,0,0,0,0,0,,9.0,2022,128
Marcus Mariota,ATL,12,23,129,0,0,2,15,24,68.9,9.0,2022,128
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,9.0,2022,128
Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,,9.0,2022,128
Caleb Huntley,ATL,0,0,0,0,0,0,0,0,,9.0,2022,128
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,9.0,2022,128
Drake London,ATL,0,0,0,0,0,0,0,0,,9.0,2022,128
KhaDarel Hodge,ATL,0,0,0,0,0,0,0,0,,9.0,2022,128
Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,,9.0,2022,128
MyCole Pruitt,ATL,0,0,0,0,0,0,0,0,,9.0,2022,128
Avery Williams,ATL,0,0,0,0,0,0,0,0,,9.0,2022,128
Damiere Byrd,ATL,0,0,0,0,0,0,0,0,,9.0,2022,128
