Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Malik Willis,TEN,0,0,0,0,0,9.0,2022,135
Derrick Henry,TEN,0,0,0,0,0,9.0,2022,135
Dontrell Hilliard,TEN,1,1,-4,0,-4,9.0,2022,135
Hassan Haskins,TEN,1,1,2,0,2,9.0,2022,135
Chigoziem Okonkwo,TEN,3,1,48,0,48,9.0,2022,135
Austin Hooper,TEN,3,2,34,0,18,9.0,2022,135
Chris Conley,TEN,1,0,0,0,0,9.0,2022,135
Robert Woods,TEN,2,0,0,0,0,9.0,2022,135
Nick Westbrook-Ikhine,TEN,1,0,0,0,0,9.0,2022,135
Cody Hollister,TEN,1,0,0,0,0,9.0,2022,135
Patrick Mahomes,KAN,0,0,0,0,0,9.0,2022,135
Clyde Edwards-Helaire,KAN,2,1,14,0,14,9.0,2022,135
Isiah Pacheco,KAN,1,1,4,0,4,9.0,2022,135
Jerick McKinnon,KAN,8,6,40,0,16,9.0,2022,135
Travis Kelce,KAN,17,10,106,0,23,9.0,2022,135
JuJu Smith-Schuster,KAN,12,10,88,0,17,9.0,2022,135
Mecole Hardman,KAN,9,6,79,1,33,9.0,2022,135
Noah Gray,KAN,3,3,45,0,27,9.0,2022,135
Justin Watson,KAN,5,2,37,0,31,9.0,2022,135
Kadarius Toney,KAN,2,2,12,0,10,9.0,2022,135
Marquez Valdes-Scantling,KAN,1,1,12,0,12,9.0,2022,135
Michael Burton,KAN,1,1,9,0,9,9.0,2022,135
Skyy Moore,KAN,1,0,0,0,0,9.0,2022,135
