Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA,week,year,game_id
1.0,7:40,2.0,6.0,WAS 42,7.0,0.0,Taylor Heinicke pass incomplete deep middle intended for Terry McLaurin (defended by Jordan Hicks),1.46,0.76,9.0,2022,127
1.0,7:34,3.0,6.0,WAS 42,7.0,0.0,Taylor Heinicke pass complete short right to Curtis Samuel for 2 yards (tackle by Eric Kendricks),0.76,-0.46,9.0,2022,127
1.0,6:56,4.0,4.0,WAS 44,7.0,0.0,"Tress Way punts 40 yards, fair catch by Jalen Reagor at MIN-16",-0.46,0.14,9.0,2022,127
1.0,6:49,1.0,10.0,MIN 16,7.0,0.0,Dalvin Cook right end for 3 yards (tackle by Kamren Curl and Daron Payne),-0.14,-0.18,9.0,2022,127
1.0,6:14,2.0,7.0,MIN 19,7.0,0.0,Kirk Cousins pass complete short middle to T.J. Hockenson for -4 yards (tackle by Jonathan Allen),-0.18,-1.47,9.0,2022,127
1.0,5:36,3.0,11.0,MIN 15,7.0,0.0,Kirk Cousins sacked by Daron Payne for -9 yards,-1.47,-2.49,9.0,2022,127
1.0,5:00,4.0,20.0,MIN 6,7.0,0.0,"Ryan Wright punts 49 yards, returned by Dax Milne for no gain (tackle by Josh Metellus). Penalty on Rachad Wildgoose: Offensive Holding, 10 yards (accepted)",-2.49,-1.27,9.0,2022,127
1.0,4:48,1.0,10.0,WAS 35,7.0,0.0,Curtis Samuel right guard for 16 yards (tackle by Harrison Smith),1.27,2.32,9.0,2022,127
1.0,4:12,1.0,10.0,MIN 49,7.0,0.0,Taylor Heinicke sacked by Danielle Hunter for -6 yards,2.32,0.97,9.0,2022,127
1.0,3:29,2.0,16.0,WAS 45,7.0,0.0,Taylor Heinicke scrambles right end for 7 yards (tackle by Eric Kendricks),0.97,1.22,9.0,2022,127
1.0,2:45,3.0,9.0,MIN 48,7.0,0.0,Taylor Heinicke scrambles left guard for 2 yards (tackle by Za'Darius Smith),1.22,0.2,9.0,2022,127
1.0,2:07,4.0,7.0,MIN 46,7.0,0.0,"Tress Way punts 46 yards, touchback.",0.2,-0.28,9.0,2022,127
1.0,1:57,1.0,10.0,MIN 20,7.0,0.0,Kirk Cousins pass complete short left to Alexander Mattison for no gain (tackle by Bobby McCain),0.28,-0.27,9.0,2022,127
1.0,1:22,2.0,10.0,MIN 20,7.0,0.0,Kirk Cousins pass complete short right to Justin Jefferson for 9 yards (tackle by Jonathan Bostic and Casey Toohill),-0.27,0.23,9.0,2022,127
1.0,0:39,3.0,1.0,MIN 29,7.0,0.0,Kirk Cousins up the middle for 2 yards (tackle by Jamin Davis),0.23,1.0,9.0,2022,127
2.0,15:00,1.0,10.0,MIN 31,7.0,0.0,Alexander Mattison left tackle for 2 yards (tackle by Jonathan Bostic and Kamren Curl),1.0,0.73,9.0,2022,127
2.0,14:21,2.0,8.0,MIN 33,7.0,0.0,Kirk Cousins pass complete short middle to Johnny Mundt for 1 yard (tackle by Jonathan Bostic),0.73,0.17,9.0,2022,127
2.0,13:36,3.0,7.0,MIN 34,7.0,0.0,Kirk Cousins pass incomplete short middle intended for Adam Thielen,0.17,-1.11,9.0,2022,127
2.0,13:31,4.0,7.0,MIN 34,7.0,0.0,"Ryan Wright punts 56 yards, returned by Dax Milne for 11 yards (tackle by Dan Chisena)",-1.11,-0.34,9.0,2022,127
2.0,13:20,1.0,10.0,WAS 21,7.0,0.0,Taylor Heinicke pass complete deep middle to Terry McLaurin for 18 yards (tackle by Eric Kendricks),0.34,1.53,9.0,2022,127
2.0,12:43,1.0,10.0,WAS 39,7.0,0.0,Taylor Heinicke pass incomplete short middle intended for Terry McLaurin (defended by Khyiris Tonga),1.53,0.99,9.0,2022,127
2.0,12:38,2.0,10.0,WAS 39,7.0,0.0,Antonio Gibson left tackle for 2 yards (tackle by Jordan Hicks),0.99,0.56,9.0,2022,127
2.0,12:04,3.0,8.0,WAS 41,7.0,0.0,Taylor Heinicke sacked by D.J. Wonnum for -8 yards,0.56,-1.18,9.0,2022,127
2.0,11:21,4.0,16.0,WAS 33,7.0,0.0,"Tress Way punts 57 yards, returned by Jalen Reagor for 1 yard (tackle by Armani Rogers)",-1.18,0.37,9.0,2022,127
2.0,11:06,1.0,10.0,MIN 11,7.0,0.0,Dalvin Cook right guard for 4 yards (tackle by Casey Toohill and Danny Johnson),-0.37,-0.43,9.0,2022,127
2.0,10:24,2.0,6.0,MIN 15,7.0,0.0,Dalvin Cook left end for 6 yards (tackle by Jamin Davis),-0.43,0.34,9.0,2022,127
2.0,9:53,1.0,10.0,MIN 21,7.0,0.0,Kirk Cousins pass complete deep left to Adam Thielen for 23 yards (tackle by Bobby McCain),0.34,1.86,9.0,2022,127
2.0,9:11,1.0,10.0,MIN 44,7.0,0.0,Dalvin Cook left guard for 3 yards (tackle by Jonathan Bostic and James Smith-Williams),1.86,1.72,9.0,2022,127
2.0,8:37,2.0,7.0,MIN 47,7.0,0.0,Kirk Cousins pass incomplete short middle intended for Adam Thielen (defended by Kendall Fuller),1.72,1.03,9.0,2022,127
2.0,8:30,3.0,7.0,MIN 47,7.0,0.0,Kirk Cousins pass incomplete short right intended for Justin Jefferson (defended by Jamin Davis),1.03,-0.26,9.0,2022,127
2.0,8:27,4.0,7.0,MIN 47,7.0,0.0,"Ryan Wright punts 42 yards, fair catch by Dax Milne at WAS-11",-0.26,0.37,9.0,2022,127
2.0,8:20,1.0,10.0,WAS 11,7.0,0.0,Brian Robinson right end for 5 yards (tackle by Khyiris Tonga and Eric Kendricks),-0.37,-0.3,9.0,2022,127
2.0,7:43,2.0,5.0,WAS 16,7.0,0.0,Brian Robinson right guard for 5 yards (tackle by Za'Darius Smith and Harrison Phillips),-0.3,0.34,9.0,2022,127
2.0,6:56,1.0,10.0,WAS 21,7.0,0.0,Taylor Heinicke pass complete short left to Brian Robinson for -4 yards (tackle by Eric Kendricks),0.34,-0.86,9.0,2022,127
2.0,6:11,2.0,14.0,WAS 17,7.0,0.0,"Antonio Gibson left end for 2 yards (tackle by Cameron Dantzler and Harrison Phillips). Penalty on Cameron Dantzler: Low Block, 15 yards (accepted)",-0.86,1.2,9.0,2022,127
2.0,5:49,1.0,10.0,WAS 34,7.0,0.0,Antonio Gibson left end for 4 yards (tackle by Jordan Hicks and Akayleb Evans),1.2,1.2,9.0,2022,127
2.0,5:17,2.0,6.0,WAS 38,7.0,0.0,Antonio Gibson left guard for 3 yards (tackle by Jonathan Bullard and James Lynch),1.2,0.89,9.0,2022,127
2.0,4:42,3.0,3.0,WAS 41,7.0,0.0,Taylor Heinicke pass incomplete short middle intended for Logan Thomas (defended by Za'Darius Smith),0.89,-0.65,9.0,2022,127
2.0,4:32,4.0,3.0,WAS 41,7.0,0.0,Tress Way punts 53 yards downed by Christian Holmes,-0.65,0.38,9.0,2022,127
2.0,4:23,1.0,10.0,MIN 6,7.0,0.0,Alexander Mattison left guard for -1 yards (tackle by Kamren Curl),-0.38,-0.85,9.0,2022,127
2.0,3:39,2.0,11.0,MIN 5,7.0,0.0,Kirk Cousins pass incomplete deep left intended for Adam Thielen,-0.85,-1.54,9.0,2022,127
2.0,3:33,3.0,11.0,MIN 5,7.0,0.0,Kirk Cousins pass complete short middle to T.J. Hockenson for 9 yards (tackle by Kamren Curl),-1.54,-2.47,9.0,2022,127
2.0,2:57,4.0,2.0,MIN 14,7.0,0.0,"Ryan Wright punts 61 yards, returned by Dax Milne for 12 yards (tackle by Kris Boyd and Theo Jackson)",-2.47,-1.4,9.0,2022,127
2.0,2:44,1.0,10.0,WAS 37,7.0,0.0,Taylor Heinicke pass complete short right to Terry McLaurin for 8 yards (tackle by Eric Kendricks),1.4,1.94,9.0,2022,127
2.0,2:08,2.0,2.0,WAS 45,7.0,0.0,Antonio Gibson right guard for 7 yards (tackle by Eric Kendricks),1.94,2.39,9.0,2022,127
2.0,2:00,1.0,10.0,MIN 48,7.0,0.0,Taylor Heinicke pass incomplete short left,2.39,1.85,9.0,2022,127
2.0,1:54,2.0,10.0,MIN 48,7.0,0.0,"Penalty on Za'Darius Smith: Defensive Offside, 5 yards (accepted) (no play)",1.85,2.52,9.0,2022,127
2.0,1:54,2.0,5.0,MIN 43,7.0,0.0,Antonio Gibson left guard for 3 yards (tackle by Harrison Phillips),2.52,2.21,9.0,2022,127
2.0,1:33,3.0,2.0,MIN 40,7.0,0.0,Antonio Gibson up the middle for 2 yards (tackle by Danielle Hunter),2.21,3.05,9.0,2022,127
2.0,1:11,1.0,10.0,MIN 38,7.0,0.0,Taylor Heinicke pass incomplete short right intended for Logan Thomas,3.05,2.51,9.0,2022,127
2.0,1:06,2.0,10.0,MIN 38,7.0,0.0,Taylor Heinicke pass complete short middle to Terry McLaurin for 12 yards (tackle by Eric Kendricks),2.51,3.84,9.0,2022,127
2.0,0:57,,,,,,Timeout #1 by Washington Commanders,,,9.0,2022,127
2.0,0:57,1.0,10.0,MIN 26,7.0,0.0,Taylor Heinicke pass incomplete short left intended for Antonio Gibson,3.84,3.3,9.0,2022,127
2.0,0:52,2.0,10.0,MIN 26,7.0,0.0,Taylor Heinicke pass incomplete short middle intended for Dyami Brown (defended by Jordan Hicks),3.3,2.61,9.0,2022,127
2.0,0:46,3.0,10.0,MIN 26,7.0,0.0,Taylor Heinicke pass incomplete short left intended for Curtis Samuel (defended by Za'Darius Smith),2.61,1.74,9.0,2022,127
2.0,0:41,4.0,10.0,MIN 26,7.0,3.0,Joey Slye 44 yard field goal good,1.74,3.0,9.0,2022,127
2.0,0:37,,,WAS 35,7.0,3.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,127
2.0,0:37,1.0,10.0,MIN 25,7.0,3.0,Kirk Cousins pass complete deep middle to T.J. Hockenson for 18 yards (tackle by Kamren Curl),0.61,1.8,9.0,2022,127
2.0,0:31,,,,,,Timeout #1 by Minnesota Vikings,,,9.0,2022,127
2.0,0:31,1.0,10.0,MIN 43,7.0,3.0,Kirk Cousins pass incomplete deep right intended for Adam Thielen,1.8,1.25,9.0,2022,127
2.0,0:27,2.0,10.0,MIN 43,7.0,3.0,Kirk Cousins pass complete deep left to Adam Thielen for 36 yards (tackle by Bobby McCain),1.25,4.17,9.0,2022,127
2.0,0:18,,,,,,Timeout #2 by Minnesota Vikings,,,9.0,2022,127
2.0,0:18,1.0,10.0,WAS 21,7.0,3.0,Kirk Cousins pass incomplete short middle intended for Dalvin Cook,4.17,3.63,9.0,2022,127
2.0,0:14,2.0,10.0,WAS 21,7.0,3.0,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",3.63,2.95,9.0,2022,127
2.0,0:14,2.0,15.0,WAS 26,7.0,3.0,Kirk Cousins pass deep right (defended by Benjamin St-Juste) intended for Justin Jefferson is intercepted by Danny Johnson in end zone and returned for no gain,2.95,-0.28,9.0,2022,127
2.0,0:06,1.0,10.0,WAS 20,7.0,3.0,Taylor Heinicke kneels for -1 yards,0.28,-0.46,9.0,2022,127
3.0,15:00,,,MIN 35,7.0,3.0,"Greg Joseph kicks off 62 yards, returned by Antonio Gibson for 45 yards (tackle by Akayleb Evans)",0.0,2.13,9.0,2022,127
3.0,14:52,1.0,10.0,WAS 48,7.0,3.0,Brian Robinson right guard for 3 yards (tackle by Jordan Hicks and Danielle Hunter),2.13,1.99,9.0,2022,127
3.0,14:10,2.0,7.0,MIN 49,7.0,9.0,"Taylor Heinicke pass complete deep middle to Curtis Samuel for 49 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",1.99,7.0,9.0,2022,127
3.0,14:01,,,MIN 15,7.0,10.0,Joey Slye kicks extra point good,0.0,0.0,9.0,2022,127
3.0,14:01,,,WAS 35,7.0,10.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,127
3.0,14:01,1.0,10.0,MIN 25,7.0,10.0,Kirk Cousins pass incomplete short right,0.61,0.06,9.0,2022,127
3.0,13:55,2.0,10.0,MIN 25,7.0,10.0,Dalvin Cook right end for 4 yards (tackle by Kendall Fuller and Bobby McCain),0.06,-0.1,9.0,2022,127
3.0,13:20,3.0,6.0,MIN 29,7.0,10.0,Kirk Cousins pass complete short middle to T.J. Hockenson for 13 yards (tackle by Danny Johnson and Darrick Forrest),-0.1,1.73,9.0,2022,127
3.0,12:37,1.0,10.0,MIN 42,7.0,10.0,Kirk Cousins pass incomplete short middle intended for K.J. Osborn,1.73,1.19,9.0,2022,127
3.0,12:29,2.0,10.0,MIN 42,7.0,10.0,Dalvin Cook right end for -1 yards (tackle by Jonathan Allen),1.19,0.37,9.0,2022,127
3.0,12:01,3.0,11.0,MIN 41,7.0,10.0,Kirk Cousins pass incomplete short right intended for K.J. Osborn (defended by Bobby McCain),0.37,-0.65,9.0,2022,127
3.0,11:57,4.0,11.0,MIN 41,7.0,10.0,"Ryan Wright punts 42 yards, returned by Dax Milne for 1 yard (tackle by Kris Boyd and Josh Metellus)",-0.65,-0.04,9.0,2022,127
3.0,11:46,1.0,10.0,WAS 18,7.0,10.0,Taylor Heinicke pass complete short right to Antonio Gibson for 1 yard (tackle by Harrison Smith),0.04,-0.32,9.0,2022,127
3.0,11:08,2.0,9.0,WAS 19,7.0,10.0,Antonio Gibson right tackle for 9 yards (tackle by Za'Darius Smith and Harrison Smith),-0.32,0.81,9.0,2022,127
3.0,10:29,1.0,10.0,WAS 28,7.0,10.0,Antonio Gibson right tackle for 5 yards (tackle by Danielle Hunter),0.81,0.94,9.0,2022,127
3.0,9:54,2.0,5.0,WAS 33,7.0,10.0,Taylor Heinicke pass complete short right to John Bates for 5 yards (tackle by Jordan Hicks),0.94,1.47,9.0,2022,127
3.0,9:15,1.0,10.0,WAS 38,7.0,10.0,Brian Robinson left guard for no gain (tackle by Jordan Hicks),1.47,0.92,9.0,2022,127
3.0,8:34,2.0,10.0,WAS 38,7.0,10.0,Taylor Heinicke pass complete to Terry McLaurin for 15 yards (tackle by Patrick Peterson),0.92,2.46,9.0,2022,127
3.0,7:55,1.0,10.0,MIN 47,7.0,10.0,Taylor Heinicke pass complete short right to Terry McLaurin for 3 yards (tackle by Eric Kendricks),2.46,2.32,9.0,2022,127
3.0,7:10,2.0,7.0,MIN 44,7.0,10.0,Brian Robinson left guard for 5 yards (tackle by Harrison Phillips and Harrison Smith),2.32,2.28,9.0,2022,127
3.0,6:32,3.0,2.0,MIN 39,7.0,10.0,Brian Robinson right guard for 1 yard (tackle by Za'Darius Smith and Danielle Hunter),2.28,0.72,9.0,2022,127
3.0,5:40,,,,,,Timeout #1 by Washington Commanders,,,9.0,2022,127
3.0,5:40,4.0,1.0,MIN 38,7.0,10.0,Taylor Heinicke pass incomplete short right intended for Terry McLaurin (defended by Akayleb Evans),0.72,-1.47,9.0,2022,127
3.0,5:35,1.0,10.0,MIN 38,7.0,10.0,Kirk Cousins pass complete short middle to Dalvin Cook for -3 yards (tackle by Daron Payne),1.47,0.52,9.0,2022,127
3.0,4:56,2.0,13.0,MIN 35,7.0,10.0,Kirk Cousins pass incomplete deep middle intended for Justin Jefferson,0.52,-0.16,9.0,2022,127
3.0,4:48,3.0,13.0,MIN 35,7.0,10.0,Kirk Cousins pass incomplete short right intended for Dalvin Cook,-0.16,-1.04,9.0,2022,127
3.0,4:43,4.0,13.0,MIN 35,7.0,10.0,"Ryan Wright punts 60 yards, returned by Dax Milne for 17 yards (tackle by Andrew DePaola and Troy Dye)",-1.04,-0.41,9.0,2022,127
3.0,4:32,1.0,10.0,WAS 22,7.0,10.0,Brian Robinson left end for 6 yards (tackle by Akayleb Evans),0.41,0.68,9.0,2022,127
3.0,3:55,2.0,4.0,WAS 28,7.0,10.0,Brian Robinson right tackle for 2 yards (tackle by Jordan Hicks),0.68,0.23,9.0,2022,127
3.0,3:10,3.0,2.0,WAS 30,7.0,10.0,Taylor Heinicke pass complete short right to Curtis Samuel for 14 yards (tackle by Jordan Hicks),0.23,1.86,9.0,2022,127
3.0,2:25,1.0,10.0,WAS 44,7.0,10.0,Taylor Heinicke pass incomplete short middle intended for Terry McLaurin,1.86,1.32,9.0,2022,127
3.0,2:17,2.0,10.0,WAS 44,7.0,10.0,"Taylor Heinicke scrambles right end for 9 yards (tackle by Jordan Hicks) WAS challenged the short of the line to gain ruling, and the play was upheld.",1.32,1.82,9.0,2022,127
3.0,1:41,3.0,1.0,MIN 47,7.0,10.0,Armani Rogers left end for 24 yards (tackle by Akayleb Evans and Camryn Bynum),1.82,4.04,9.0,2022,127
3.0,0:52,1.0,10.0,MIN 23,7.0,10.0,Taylor Heinicke pass incomplete deep left intended for John Bates,4.04,3.5,9.0,2022,127
3.0,0:44,2.0,10.0,MIN 23,7.0,10.0,Antonio Gibson left end for no gain (tackle by Jordan Hicks),3.5,2.81,9.0,2022,127
3.0,0:08,3.0,10.0,MIN 23,7.0,10.0,"Taylor Heinicke sacked by Za'Darius Smith for no gain. Penalty on Za'Darius Smith: Face Mask (15 Yards), 12 yards (accepted) (no play)",2.81,4.84,9.0,2022,127
4.0,15:00,1.0,10.0,MIN 11,7.0,10.0,Brian Robinson right end for 5 yards (tackle by Jordan Hicks),4.84,5.08,9.0,2022,127
4.0,14:20,2.0,5.0,MIN 6,7.0,16.0,"Taylor Heinicke pass complete short right to Dax Milne for 6 yards, touchdown",5.08,7.0,9.0,2022,127
4.0,14:14,,,MIN 15,7.0,17.0,Joey Slye kicks extra point good,0.0,0.0,9.0,2022,127
4.0,14:14,,,WAS 35,7.0,17.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,127
4.0,14:14,1.0,10.0,MIN 25,7.0,17.0,Dalvin Cook left end for -1 yards (tackle by Bobby McCain),0.61,-0.07,9.0,2022,127
4.0,13:49,2.0,11.0,MIN 24,7.0,17.0,Kirk Cousins pass incomplete short middle intended for Justin Jefferson,-0.07,-0.76,9.0,2022,127
4.0,13:46,3.0,11.0,MIN 24,7.0,17.0,"Kirk Cousins pass is intercepted by Benjamin St-Juste at MIN-34 and returned for no gain, touchdown. Penalty on Benjamin St-Juste: Defensive Pass Interference, 14 yards (accepted) (no play)",-0.76,1.47,9.0,2022,127
4.0,13:34,1.0,10.0,MIN 38,7.0,17.0,Kirk Cousins sacked by Benjamin St-Juste for -8 yards,1.47,-0.16,9.0,2022,127
4.0,13:04,2.0,18.0,MIN 30,7.0,17.0,Kirk Cousins pass complete short left to Justin Jefferson for 11 yards (tackle by Danny Johnson),-0.16,0.63,9.0,2022,127
4.0,12:30,3.0,7.0,MIN 41,7.0,17.0,Kirk Cousins pass complete deep left to Justin Jefferson for 47 yards (tackle by Benjamin St-Juste),0.63,4.78,9.0,2022,127
4.0,12:06,1.0,10.0,WAS 12,7.0,17.0,Nick Mullens pass complete short middle to T.J. Hockenson for -3 yards (tackle by Daron Payne and Darrick Forrest),4.78,3.66,9.0,2022,127
4.0,11:26,2.0,13.0,WAS 15,7.0,17.0,Kirk Cousins pass incomplete short right intended for Justin Jefferson,3.66,3.0,9.0,2022,127
4.0,11:21,3.0,13.0,WAS 15,7.0,17.0,Kirk Cousins pass complete short middle to Adam Thielen for 8 yards (tackle by Kamren Curl),3.0,3.0,9.0,2022,127
4.0,10:49,4.0,4.0,WAS 6,10.0,17.0,Greg Joseph 25 yard field goal good,3.0,3.0,9.0,2022,127
4.0,10:46,,,MIN 35,10.0,17.0,"Greg Joseph kicks off 63 yards, returned by Antonio Gibson for 23 yards (tackle by Troy Dye and Akayleb Evans)",0.0,0.61,9.0,2022,127
4.0,10:40,1.0,10.0,WAS 25,10.0,17.0,Brian Robinson right tackle for 3 yards (tackle by Jonathan Bullard),0.61,0.47,9.0,2022,127
4.0,10:01,2.0,7.0,WAS 28,10.0,17.0,Taylor Heinicke pass complete short left to Brian Robinson for -2 yards (tackle by Akayleb Evans and Jordan Hicks),0.47,-0.49,9.0,2022,127
4.0,9:18,3.0,9.0,WAS 26,10.0,17.0,"Taylor Heinicke pass complete to Antonio Gibson for no gain. Penalty on Chandon Sullivan: Illegal Contact, 5 yards (accepted) (no play)",-0.49,1.0,9.0,2022,127
4.0,8:52,1.0,10.0,WAS 31,10.0,17.0,Antonio Gibson left end for -1 yards (tackle by Akayleb Evans),1.0,0.32,9.0,2022,127
4.0,8:02,2.0,11.0,WAS 30,10.0,17.0,Taylor Heinicke pass short middle intended for Logan Thomas is intercepted by Harrison Smith at WAS-47 and returned for 35 yards (tackle by Cam Sims),0.32,-4.78,9.0,2022,127
4.0,7:56,1.0,10.0,WAS 12,10.0,17.0,Kirk Cousins pass incomplete short middle intended for Dalvin Cook (defended by Montez Sweat),4.78,4.1,9.0,2022,127
4.0,7:52,2.0,10.0,WAS 12,16.0,17.0,"Kirk Cousins pass complete short left to Dalvin Cook for 12 yards, touchdown",4.1,7.0,9.0,2022,127
4.0,7:46,,,WAS 15,17.0,17.0,Greg Joseph kicks extra point good,0.0,0.0,9.0,2022,127
4.0,7:46,,,MIN 35,17.0,17.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,127
4.0,7:46,1.0,10.0,WAS 25,17.0,17.0,Taylor Heinicke pass incomplete short right,0.61,0.06,9.0,2022,127
4.0,7:38,2.0,10.0,WAS 25,17.0,17.0,Brian Robinson left tackle for 4 yards (tackle by Danielle Hunter and Jordan Hicks),0.06,-0.1,9.0,2022,127
4.0,7:00,3.0,6.0,WAS 29,17.0,17.0,Taylor Heinicke sacked by Danielle Hunter for -9 yards,-0.1,-2.03,9.0,2022,127
4.0,6:23,4.0,15.0,WAS 20,17.0,17.0,"Tress Way punts 44 yards, returned by Jalen Reagor for 10 yards (tackle by Khaleke Hudson)",-2.03,-1.99,9.0,2022,127
4.0,6:12,1.0,10.0,MIN 46,17.0,17.0,Dalvin Cook right tackle for 4 yards (tackle by John Ridgeway and Montez Sweat),1.99,1.99,9.0,2022,127
4.0,5:35,2.0,6.0,MIN 50,17.0,17.0,Kirk Cousins pass complete short middle to T.J. Hockenson for 10 yards (tackle by Kamren Curl and Jamin Davis),1.99,2.92,9.0,2022,127
4.0,5:07,1.0,10.0,WAS 40,17.0,17.0,Kirk Cousins pass incomplete short middle intended for Dalvin Cook,2.92,2.37,9.0,2022,127
4.0,5:03,2.0,10.0,WAS 40,17.0,17.0,Dalvin Cook left tackle for 9 yards (tackle by James Smith-Williams and Kamren Curl),2.37,2.87,9.0,2022,127
4.0,4:17,,,,,,Timeout #1 by Minnesota Vikings,,,9.0,2022,127
4.0,4:17,3.0,1.0,WAS 31,17.0,17.0,Justin Jefferson left end for 10 yards (tackle by Kendall Fuller),2.87,4.17,9.0,2022,127
4.0,4:11,1.0,10.0,WAS 21,17.0,17.0,Dalvin Cook left guard for 7 yards (tackle by Kamren Curl),4.17,4.74,9.0,2022,127
4.0,3:28,2.0,3.0,WAS 14,17.0,17.0,Kirk Cousins pass complete short right to T.J. Hockenson for -1 yards (tackle by Jamin Davis),4.74,3.81,9.0,2022,127
4.0,2:42,3.0,4.0,WAS 15,17.0,17.0,Kirk Cousins pass complete short left to T.J. Hockenson for 9 yards (tackle by Bobby McCain),3.81,5.83,9.0,2022,127
4.0,2:35,1.0,6.0,WAS 6,17.0,17.0,Kirk Cousins pass incomplete short middle,5.83,4.95,9.0,2022,127
4.0,2:31,2.0,6.0,WAS 6,17.0,17.0,Dalvin Cook left end for 2 yards (tackle by Jonathan Bostic and Efe Obada),4.95,4.49,9.0,2022,127
4.0,2:00,3.0,4.0,WAS 4,17.0,17.0,Kirk Cousins pass incomplete short right intended for Justin Jefferson (defended by Benjamin St-Juste),4.49,3.03,9.0,2022,127
4.0,1:55,4.0,4.0,WAS 4,17.0,17.0,"Greg Joseph yard field goal good. Penalty on John Ridgeway: Unnecessary Roughness / Defense, 2 yards (accepted) (no play)",3.03,6.74,9.0,2022,127
4.0,1:52,1.0,2.0,WAS 2,17.0,17.0,Dalvin Cook right tackle for -2 yards (tackle by Daron Payne),6.74,5.34,9.0,2022,127
4.0,1:48,,,,,,Timeout #3 by Washington Commanders,,,9.0,2022,127
4.0,1:48,2.0,4.0,WAS 4,17.0,17.0,Dalvin Cook right tackle for -2 yards (tackle by Kamren Curl and Kendall Fuller),5.34,4.04,9.0,2022,127
4.0,1:00,,,,,,Timeout #2 by Minnesota Vikings,,,9.0,2022,127
4.0,1:00,3.0,6.0,WAS 6,17.0,17.0,Kirk Cousins up the middle for -4 yards (tackle by James Smith-Williams),4.04,2.76,9.0,2022,127
4.0,0:16,,,,,,Timeout #3 by Minnesota Vikings,,,9.0,2022,127
4.0,0:16,4.0,10.0,WAS 10,20.0,17.0,Greg Joseph 28 yard field goal good,2.76,3.0,9.0,2022,127
4.0,0:12,,,MIN 35,20.0,17.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,9.0,2022,127
4.0,0:12,1.0,10.0,WAS 25,20.0,17.0,Taylor Heinicke pass complete short middle to Antonio Gibson for 10 yards (tackle by Chandon Sullivan),0.61,1.27,9.0,2022,127
