Quarter,Time,Tm,Detail,SEA,ARI,week,year,game_id
1.0,10:50,Seahawks,Jason Myers 49 yard field goal,3,0,9.0,2022,133
,6:17,Cardinals,DeAndre Hopkins 22 yard pass from Kyler Murray (Matt Prater kick),3,7,9.0,2022,133
2.0,11:59,Seahawks,D.K. Metcalf 4 yard pass from Geno Smith (Jason Myers kick),10,7,9.0,2022,133
3.0,9:18,Cardinals,Zaven Collins 30 yard interception return (Matt Prater kick),10,14,9.0,2022,133
,2:43,Seahawks,Tyler Lockett 9 yard pass from Geno Smith (Jason Myers kick),17,14,9.0,2022,133
4.0,7:32,Seahawks,Kenneth Walker III 1 yard rush (Jason Myers kick),24,14,9.0,2022,133
,3:32,Cardinals,Zach Ertz 6 yard pass from Kyler Murray (Matt Prater kick),24,21,9.0,2022,133
,2:14,Seahawks,Kenneth Walker III 5 yard rush (Jason Myers kick),31,21,9.0,2022,133
