Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Dak Prescott,DAL,6,16,0,9,18.0,2022,267
Cooper Rush,DAL,0,0,0,0,18.0,2022,267
Malik Davis,DAL,5,19,0,7,18.0,2022,267
Tony Pollard,DAL,7,19,0,5,18.0,2022,267
Ezekiel Elliott,DAL,8,10,0,4,18.0,2022,267
CeeDee Lamb,DAL,0,0,0,0,18.0,2022,267
Dalton Schultz,DAL,0,0,0,0,18.0,2022,267
T.Y. Hilton,DAL,0,0,0,0,18.0,2022,267
Noah Brown,DAL,0,0,0,0,18.0,2022,267
Michael Gallup,DAL,0,0,0,0,18.0,2022,267
Jake Ferguson,DAL,0,0,0,0,18.0,2022,267
Bryan Anger,DAL,1,0,0,-13,18.0,2022,267
Sam Howell,WAS,5,35,1,10,18.0,2022,267
Jaret Patterson,WAS,17,78,0,14,18.0,2022,267
Jonathan Williams,WAS,14,32,0,9,18.0,2022,267
Reggie Bonnafon,WAS,3,8,0,5,18.0,2022,267
Armani Rogers,WAS,1,2,0,2,18.0,2022,267
Terry McLaurin,WAS,0,0,0,0,18.0,2022,267
Jahan Dotson,WAS,0,0,0,0,18.0,2022,267
Logan Thomas,WAS,0,0,0,0,18.0,2022,267
Cam Sims,WAS,0,0,0,0,18.0,2022,267
Curtis Samuel,WAS,1,-4,0,-4,18.0,2022,267
