Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Quenton Nelson,G,73,100%,0,0%,5,19%,1,Colts,18.0,2022,264
Will Fries,G,73,100%,0,0%,5,19%,1,Colts,18.0,2022,264
Bernhard Raimann,T,73,100%,0,0%,5,19%,1,Colts,18.0,2022,264
Ryan Kelly,C,73,100%,0,0%,0,0%,1,Colts,18.0,2022,264
Sam Ehlinger,QB,73,100%,0,0%,0,0%,1,Colts,18.0,2022,264
Michael Pittman Jr.,WR,72,99%,0,0%,0,0%,1,Colts,18.0,2022,264
Parris Campbell,WR,67,92%,0,0%,0,0%,1,Colts,18.0,2022,264
Braden Smith,T,64,88%,0,0%,0,0%,1,Colts,18.0,2022,264
Alec Pierce,WR,47,64%,0,0%,0,0%,1,Colts,18.0,2022,264
Mo Alie-Cox,TE,44,60%,0,0%,7,26%,1,Colts,18.0,2022,264
Zack Moss,RB,42,58%,0,0%,0,0%,1,Colts,18.0,2022,264
Jelani Woods,TE,38,52%,0,0%,0,0%,1,Colts,18.0,2022,264
Deon Jackson,RB,30,41%,0,0%,6,22%,1,Colts,18.0,2022,264
Ashton Dulin,WR,14,19%,0,0%,17,63%,1,Colts,18.0,2022,264
Matt Pryor,T,9,12%,0,0%,5,19%,1,Colts,18.0,2022,264
Danny Pinter,G,4,5%,0,0%,5,19%,1,Colts,18.0,2022,264
Nikola Kalinic,TE,4,5%,0,0%,1,4%,1,Colts,18.0,2022,264
Mike Strachan,WR,3,4%,0,0%,0,0%,1,Colts,18.0,2022,264
Julian Blackmon,FS,0,0%,65,100%,14,52%,1,Colts,18.0,2022,264
Rodney McLeod,FS,0,0%,65,100%,7,26%,1,Colts,18.0,2022,264
Brandon Facyson,CB,0,0%,65,100%,0,0%,1,Colts,18.0,2022,264
Zaire Franklin,LB,0,0%,64,98%,7,26%,1,Colts,18.0,2022,264
Dallis Flowers,CB,0,0%,64,98%,6,22%,1,Colts,18.0,2022,264
Rodney Thomas II,FS,0,0%,56,86%,4,15%,1,Colts,18.0,2022,264
Dayo Odeyingbo,DE,0,0%,52,80%,5,19%,1,Colts,18.0,2022,264
Kwity Paye,DE,0,0%,51,78%,1,4%,1,Colts,18.0,2022,264
DeForest Buckner,DT,0,0%,51,78%,0,0%,1,Colts,18.0,2022,264
Grover Stewart,DT,0,0%,44,68%,10,37%,1,Colts,18.0,2022,264
E.J. Speed,LB,0,0%,41,63%,22,81%,1,Colts,18.0,2022,264
Bobby Okereke,LB,0,0%,37,57%,6,22%,1,Colts,18.0,2022,264
Khalid Kareem,DE,0,0%,22,34%,4,15%,1,Colts,18.0,2022,264
Byron Cowart,DT,0,0%,14,22%,5,19%,1,Colts,18.0,2022,264
Ben Banogu,DE,0,0%,13,20%,6,22%,1,Colts,18.0,2022,264
Eric Johnson,DT,0,0%,8,12%,0,0%,1,Colts,18.0,2022,264
Kameron Cline,DE,0,0%,2,3%,1,4%,1,Colts,18.0,2022,264
Tony Brown,CB,0,0%,1,2%,22,81%,1,Colts,18.0,2022,264
JoJo Domann,LB,0,0%,0,0%,17,63%,1,Colts,18.0,2022,264
Grant Stuard,LB,0,0%,0,0%,17,63%,1,Colts,18.0,2022,264
Jake Funk,RB,0,0%,0,0%,15,56%,1,Colts,18.0,2022,264
Trevor Denbow,DB,0,0%,0,0%,15,56%,1,Colts,18.0,2022,264
Cameron McGrone,LB,0,0%,0,0%,14,52%,1,Colts,18.0,2022,264
Chase McLaughlin,K,0,0%,0,0%,11,41%,1,Colts,18.0,2022,264
Darrell Baker,DB,0,0%,0,0%,9,33%,1,Colts,18.0,2022,264
Matt Haack,P,0,0%,0,0%,7,26%,1,Colts,18.0,2022,264
Luke Rhodes,LS,0,0%,0,0%,7,26%,1,Colts,18.0,2022,264
Dennis Kelly,T,0,0%,0,0%,5,19%,1,Colts,18.0,2022,264
Keke Coutee,WR,0,0%,0,0%,4,15%,1,Colts,18.0,2022,264
