Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bills,3.0,14.9,14.26,3.65,0.0,-13.81,-12.91,-1.89,0.01,0.34,-5.23,3.3,2.13,-1.27,1.41,6.0,2024,92
Jets,-3.0,13.81,12.91,1.89,-0.01,-14.9,-14.26,-3.65,0.0,-0.34,-3.3,5.23,1.27,-2.13,-1.41,6.0,2024,92
