Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Kirk Cousins,ATL,0,0,0,0,0,6.0,2024,89
Tyler Allgeier,ATL,1,1,3,0,3,6.0,2024,89
Bijan Robinson,ATL,4,3,10,0,5,6.0,2024,89
Ray-Ray McCloud,ATL,4,3,30,0,12,6.0,2024,89
Drake London,ATL,10,6,74,1,24,6.0,2024,89
Kyle Pitts,ATL,5,3,70,0,52,6.0,2024,89
Darnell Mooney,ATL,5,3,38,0,19,6.0,2024,89
Andy Dalton,CAR,0,0,0,0,0,6.0,2024,89
Chuba Hubbard,CAR,6,5,11,0,8,6.0,2024,89
Miles Sanders,CAR,1,1,12,0,12,6.0,2024,89
Diontae Johnson,CAR,10,6,78,1,19,6.0,2024,89
Ja'Tavion Sanders,CAR,7,5,49,0,21,6.0,2024,89
Jalen Coker,CAR,3,3,30,0,15,6.0,2024,89
Xavier Legette,CAR,4,3,23,1,13,6.0,2024,89
David Moore,CAR,2,2,17,0,9,6.0,2024,89
Jonathan Mingo,CAR,1,1,1,0,1,6.0,2024,89
Ian Thomas,CAR,3,0,0,0,0,6.0,2024,89
