Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Trevor Lawrence,JAX,23,35,234,14.0,36.8,300,8.6,113,4.9,3.2,121,5.3,3,8.8%,3,8.8%,3,9,0,3,6,14.6%,3,6.0,6.0,2024,80
Mac Jones,JAX,1,1,6,,,6,6.0,6,6.0,6.0,0,0.0,0,0.0%,0,0.0%,1,0,0,0,1,50.0%,0,,6.0,2024,80
Caleb Williams,CHI,23,29,226,14.0,43.8,107,3.7,78,3.4,2.7,148,6.4,0,0.0%,2,7.7%,3,5,1,1,5,14.7%,2,21.0,6.0,2024,80
