#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:05,NOR 30,3,1:23,27,Fumble,1,Saints,6.0,2024,85
2,1,8:42,NOR 30,3,0:45,7,Punt,1,Saints,6.0,2024,85
3,1,4:01,NOR 20,11,5:18,56,Field Goal,1,Saints,6.0,2024,85
4,2,12:24,TAM 28,6,3:24,17,Field Goal,1,Saints,6.0,2024,85
5,2,8:41,TAM 10,1,0:04,10,Touchdown,1,Saints,6.0,2024,85
6,2,5:39,NOR 30,7,2:52,70,Touchdown,1,Saints,6.0,2024,85
7,2,1:41,NOR 40,5,0:55,15,Punt,1,Saints,6.0,2024,85
8,3,15:00,NOR 30,7,2:41,20,Punt,1,Saints,6.0,2024,85
9,3,10:48,NOR 47,3,2:10,-3,Punt,1,Saints,6.0,2024,85
10,3,4:25,NOR 30,3,1:22,-3,Punt,1,Saints,6.0,2024,85
11,3,0:52,NOR 18,3,0:57,11,Interception,1,Saints,6.0,2024,85
12,4,12:34,NOR 29,3,0:58,-5,Punt,1,Saints,6.0,2024,85
13,4,5:33,NOR 30,5,1:14,28,Interception,1,Saints,6.0,2024,85
14,4,1:55,NOR 30,8,1:55,48,End of Game,1,Saints,6.0,2024,85
