Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Browns,-4.0,-4.19,2.24,-3.91,0.0,-10.4,-10.96,-1.1,0.0,7.89,-3.9,4.7,3.08,-1.27,5.28,6.0,2024,81
Eagles,4.0,10.4,10.96,1.1,0.0,4.19,-2.24,3.91,0.0,-7.89,-4.7,3.9,1.27,-3.08,-5.28,6.0,2024,81
