#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:37,DEN 31,9,4:11,29,Field Goal,0,Chargers,6.0,2024,87
2,1,7:52,LAC 17,6,2:53,83,Touchdown,0,Chargers,6.0,2024,87
3,1,1:50,LAC 9,20,10:29,76,Field Goal,0,Chargers,6.0,2024,87
4,2,4:32,LAC 44,11,3:32,56,Touchdown,0,Chargers,6.0,2024,87
5,2,0:08,LAC 26,1,0:08,-1,End of Half,0,Chargers,6.0,2024,87
6,3,15:00,LAC 30,6,4:01,12,Punt,0,Chargers,6.0,2024,87
7,3,7:33,LAC 9,11,4:58,63,Field Goal,0,Chargers,6.0,2024,87
8,3,0:44,DEN 45,3,1:35,3,Punt,0,Chargers,6.0,2024,87
9,4,10:06,LAC 30,3,1:41,1,Punt,0,Chargers,6.0,2024,87
10,4,5:22,LAC 30,6,2:56,27,Punt,0,Chargers,6.0,2024,87
11,4,0:59,DEN 47,2,0:59,-2,End of Game,0,Chargers,6.0,2024,87
