Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Brock Purdy,SFO,18,28,255,10,35.7,208,7.4,128,7.1,4.6,127,7.1,2,7.4%,3,11.1%,0,4,0,4,4,12.9%,3,6.7,6.0,2024,79
Geno Smith,SEA,30,52,312,18,34.0,452,8.7,139,4.6,2.7,173,5.8,4,8.2%,7,14.3%,1,4,2,4,7,13.2%,0,,6.0,2024,79
