Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Seahawks,-11.0,0.59,4.58,-2.99,-6.8,-19.5,-11.37,-10.39,0.0,7.06,-2.76,9.25,4.54,-2.0,-1.97,6.0,2024,79
49ers,11.0,19.5,11.37,10.39,0.0,-0.59,-4.58,2.99,6.8,-7.06,-9.25,2.76,2.0,-4.54,1.97,6.0,2024,79
