Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Trevor Lawrence,JAX,0,0,6.0,2024,80
Mac Jones,JAX,0,0,6.0,2024,80
D'Ernest Johnson,JAX,0,0,6.0,2024,80
Tank Bigsby,JAX,1,0,6.0,2024,80
Evan Engram,JAX,1,1,6.0,2024,80
Gabriel Davis,JAX,0,0,6.0,2024,80
Christian Kirk,JAX,0,0,6.0,2024,80
Brian Thomas,JAX,0,0,6.0,2024,80
Brenton Strange,JAX,0,0,6.0,2024,80
Travis Etienne,JAX,0,0,6.0,2024,80
Caleb Williams,CHI,0,0,6.0,2024,80
D'Andre Swift,CHI,1,0,6.0,2024,80
Roschon Johnson,CHI,0,0,6.0,2024,80
Cole Kmet,CHI,0,0,6.0,2024,80
Keenan Allen,CHI,0,0,6.0,2024,80
Rome Odunze,CHI,0,0,6.0,2024,80
D.J. Moore,CHI,0,0,6.0,2024,80
Marcedes Lewis,CHI,0,0,6.0,2024,80
Gerald Everett,CHI,0,0,6.0,2024,80
Tyson Bagent,CHI,0,0,6.0,2024,80
