Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
James Conner,ARI,7,24,0,1,6,0.9,18,2.6,1,7.0,6.0,2024,83
Kyler Murray,ARI,7,14,0,0,14,2.0,0,0.0,0,,6.0,2024,83
Trey Benson,ARI,5,26,0,1,21,4.2,5,1.0,0,,6.0,2024,83
Emari Demercado,ARI,4,25,0,3,12,3.0,13,3.3,0,,6.0,2024,83
Josh Jacobs,GNB,18,62,0,1,36,2.0,26,1.4,1,18.0,6.0,2024,83
Emanuel Wilson,GNB,7,54,0,2,32,4.6,22,3.1,1,7.0,6.0,2024,83
Jordan Love,GNB,5,13,0,2,13,2.6,0,0.0,0,,6.0,2024,83
Chris Brooks,GNB,4,21,0,1,6,1.5,15,3.8,0,,6.0,2024,83
Bo Melton,GNB,2,27,0,2,21,10.5,6,3.0,0,,6.0,2024,83
Tucker Kraft,GNB,1,2,0,1,0,0.0,2,2.0,0,,6.0,2024,83
Jayden Reed,GNB,1,0,0,0,0,0.0,0,0.0,0,,6.0,2024,83
