Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Donte Jackson,PIT,1,24,0,24,2,0.0,1,1,0,0,0,0,0,0,0,6.0,2024,88
Cameron Heyward,PIT,0,0,0,0,0,1.0,4,3,1,1,2,0,0,0,0,6.0,2024,88
Patrick Queen,PIT,0,0,0,0,0,0.0,13,6,7,1,0,0,0,0,0,6.0,2024,88
DeShon Elliott,PIT,0,0,0,0,0,0.0,6,5,1,0,0,1,10,0,0,6.0,2024,88
Payton Wilson,PIT,0,0,0,0,0,0.0,6,5,1,1,0,0,0,0,0,6.0,2024,88
Elandon Roberts,PIT,0,0,0,0,0,0.0,5,3,2,1,1,0,0,0,0,6.0,2024,88
T.J. Watt,PIT,0,0,0,0,0,0.0,5,5,0,2,0,0,0,0,2,6.0,2024,88
Minkah Fitzpatrick,PIT,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,6.0,2024,88
Joey Porter Jr.,PIT,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,6.0,2024,88
Beanie Bishop,PIT,0,0,0,0,1,0.0,3,3,0,1,0,0,0,0,0,6.0,2024,88
Keeanu Benton,PIT,0,0,0,0,1,0.0,2,1,1,0,0,1,0,0,0,6.0,2024,88
Terrell Edmunds,PIT,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,6.0,2024,88
Jeremiah Moon,PIT,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,6.0,2024,88
Larry Ogunjobi,PIT,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,6.0,2024,88
Montravius Adams,PIT,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2024,88
Miles Killebrew,PIT,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2024,88
Eku Leota,PIT,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2024,88
Adetokunbo Ogundeji,PIT,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,6.0,2024,88
Jaylen Warren,PIT,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,6.0,2024,88
Divine Deablo,LVR,0,0,0,0,0,1.0,6,3,3,2,1,0,0,0,0,6.0,2024,88
K'Lavon Chaisson,LVR,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,6.0,2024,88
John Jenkins,LVR,0,0,0,0,0,0.5,5,1,4,0,1,0,0,0,0,6.0,2024,88
Maxx Crosby,LVR,0,0,0,0,0,0.5,3,2,1,2,3,0,0,0,0,6.0,2024,88
Nate Hobbs,LVR,0,0,0,0,1,0.0,10,4,6,0,0,0,0,0,0,6.0,2024,88
Tre'von Moehrig,LVR,0,0,0,0,0,0.0,9,7,2,3,0,0,0,0,0,6.0,2024,88
Isaiah Pola-Mao,LVR,0,0,0,0,0,0.0,8,4,4,0,0,0,0,0,0,6.0,2024,88
Robert Spillane,LVR,0,0,0,0,1,0.0,8,5,3,0,0,0,0,0,0,6.0,2024,88
Charles Snowden,LVR,0,0,0,0,0,0.0,6,1,5,0,0,0,0,0,0,6.0,2024,88
Adam Butler,LVR,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,6.0,2024,88
Matthew Butler,LVR,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,6.0,2024,88
Jack Jones,LVR,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,6.0,2024,88
Jonah Laulu,LVR,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,6.0,2024,88
Jakorian Bennett,LVR,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,6.0,2024,88
Thomas Harper,LVR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2024,88
Dylan Laube,LVR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,6.0,2024,88
Christopher Smith,LVR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2024,88
Ameer Abdullah,LVR,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,6.0,2024,88
