Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Terry McLaurin,WAS,7,6,53,2,5.0,52,8.7,1,0.2,11.6,0,,0,0.0,0,137.8,6.0,2024,86
Noah Brown,WAS,8,4,58,0,3.0,53,13.3,5,1.3,13.3,0,,0,0.0,0,74.0,6.0,2024,86
Austin Ekeler,WAS,5,4,47,0,2.0,-3,-0.8,50,12.5,-1.6,0,,0,0.0,0,105.8,6.0,2024,86
Zach Ertz,WAS,5,4,68,0,4.0,49,12.3,19,4.8,9.2,0,,0,0.0,0,118.7,6.0,2024,86
Olamide Zaccheaus,WAS,6,4,27,0,1.0,13,3.3,14,3.5,5.5,1,4.0,1,16.7,0,76.4,6.0,2024,86
Dyami Brown,WAS,1,1,11,0,1.0,-1,-1.0,12,12.0,-1.0,0,,0,0.0,0,112.5,6.0,2024,86
Luke McCaffrey,WAS,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5,6.0,2024,86
Zay Flowers,BAL,9,9,132,0,7.0,42,4.7,90,10.0,4.7,0,,0,0.0,0,118.7,6.0,2024,86
Rashod Bateman,BAL,4,4,71,0,4.0,56,14.0,15,3.8,14.0,0,,0,0.0,0,118.7,6.0,2024,86
Mark Andrews,BAL,4,3,66,1,3.0,49,16.3,17,5.7,14.0,0,,1,25.0,1,116.7,6.0,2024,86
Isaiah Likely,BAL,4,2,27,0,1.0,17,8.5,10,5.0,12.0,0,,0,0.0,0,71.9,6.0,2024,86
Nelson Agholor,BAL,3,1,25,0,1.0,14,14.0,11,11.0,15.3,0,,0,0.0,0,64.6,6.0,2024,86
Justice Hill,BAL,1,1,2,0,,-4,-4.0,6,6.0,-4.0,0,,0,0.0,0,79.2,6.0,2024,86
