Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Deshaun Watson,CLE,4,17,0,6,6.0,2024,81
Pierre Strong,CLE,8,43,0,14,6.0,2024,81
D'Onta Foreman,CLE,10,31,0,12,6.0,2024,81
Jerome Ford,CLE,2,14,0,11,6.0,2024,81
Amari Cooper,CLE,0,0,0,0,6.0,2024,81
Jerry Jeudy,CLE,0,0,0,0,6.0,2024,81
David Njoku,CLE,0,0,0,0,6.0,2024,81
Jaelon Darden,CLE,0,0,0,0,6.0,2024,81
Elijah Moore,CLE,0,0,0,0,6.0,2024,81
Cedric Tillman,CLE,1,-5,0,0,6.0,2024,81
Jalen Hurts,PHI,14,33,0,9,6.0,2024,81
Saquon Barkley,PHI,18,47,0,10,6.0,2024,81
Kenneth Gainwell,PHI,3,23,0,19,6.0,2024,81
Jahan Dotson,PHI,1,13,0,13,6.0,2024,81
A.J. Brown,PHI,0,0,0,0,6.0,2024,81
Grant Calcaterra,PHI,0,0,0,0,6.0,2024,81
DeVonta Smith,PHI,0,0,0,0,6.0,2024,81
Dallas Goedert,PHI,0,0,0,0,6.0,2024,81
