Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Baker Mayfield,TAM,24,36,325,15,40.5,218,6.1,71,3.0,2.0,254,10.6,1,2.8%,5,13.9%,1,7,2,1,4,10.0%,3,9.7,6.0,2024,85
Spencer Rattler,NOR,22,40,243,13,28.9,326,8.2,134,6.1,3.4,109,5.0,2,5.3%,9,23.7%,5,11,1,4,10,20.8%,3,9.0,6.0,2024,85
