Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Justin Herbert,LAC,21,34,237,10,27.0,283,8.3,114,5.4,3.4,123,5.9,0,0.0%,4,12.9%,3,18,3,3,9,23.7%,1,5.0,6.0,2024,87
Bo Nix,DEN,19,33,216,10,28.6,330,10.0,151,7.9,4.6,65,3.4,2,6.3%,6,18.8%,2,9,0,4,6,14.6%,6,10.2,6.0,2024,87
