Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Jayden Daniels,WAS,24,35,269,16,42.1,276,7.9,168,7.0,4.8,101,4.2,1,3.0%,3,9.1%,3,10,3,4,10,23.8%,4,5.5,6.0,2024,86
Lamar Jackson,BAL,20,26,323,16,57.1,244,9.4,174,8.7,6.7,149,7.5,1,4.0%,2,8.0%,2,12,5,2,9,30.0%,2,2.5,6.0,2024,86
