Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Will Dissly,LAC,5,4,26,0,1.0,-2,-0.5,28,7.0,1.0,0,,0,0.0,0,88.3,6.0,2024,87
Ladd McConkey,LAC,8,4,43,0,2.0,29,7.3,14,3.5,12.1,1,4.0,0,0.0,0,66.1,6.0,2024,87
Quentin Johnston,LAC,4,3,22,0,1.0,0,0.0,22,7.3,-0.3,0,,0,0.0,0,87.5,6.0,2024,87
Kimani Vidal,LAC,2,2,40,1,1.0,20,10.0,20,10.0,10.0,0,,0,0.0,0,158.3,6.0,2024,87
J.K. Dobbins,LAC,2,2,6,0,0.0,-4,-2.0,10,5.0,-2.0,0,,0,0.0,0,79.2,6.0,2024,87
Simi Fehoko,LAC,4,2,44,0,2.0,41,20.5,3,1.5,19.0,0,,0,0.0,0,89.6,6.0,2024,87
Josh Palmer,LAC,3,2,38,0,2.0,26,13.0,12,6.0,10.0,0,,0,0.0,0,109.7,6.0,2024,87
Derius Davis,LAC,2,1,8,0,0.0,-3,-3.0,11,11.0,18.5,0,,0,0.0,0,60.4,6.0,2024,87
Stone Smartt,LAC,1,1,10,0,1.0,7,7.0,3,3.0,7.0,0,,0,0.0,0,108.3,6.0,2024,87
Courtland Sutton,DEN,6,4,53,1,3.0,46,11.5,7,1.8,14.0,0,,0,0.0,0,134.0,6.0,2024,87
Devaughn Vele,DEN,6,4,78,0,3.0,52,13.0,26,6.5,11.3,0,,1,16.7,0,109.7,6.0,2024,87
Javonte Williams,DEN,6,3,13,0,1.0,6,2.0,7,2.3,2.5,0,,1,16.7,0,56.2,6.0,2024,87
Lucas Krull,DEN,4,2,11,0,,8,4.0,3,1.5,3.0,0,,0,0.0,0,56.2,6.0,2024,87
Jaleel McLaughlin,DEN,2,2,17,0,1.0,-1,-0.5,18,9.0,-0.5,0,,0,0.0,0,102.1,6.0,2024,87
Troy Franklin,DEN,3,2,31,1,2.0,31,15.5,0,0.0,13.0,0,,0,0.0,0,140.3,6.0,2024,87
Lil'Jordan Humphrey,DEN,1,1,8,0,,4,4.0,4,4.0,4.0,0,,0,0.0,0,100.0,6.0,2024,87
Nate Adkins,DEN,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5,6.0,2024,87
Marvin Mims,DEN,3,0,0,0,,0,,0,,35.7,0,,0,0.0,1,0.0,6.0,2024,87
