Unnamed: 0,CLE,PHI,week,year,game_id
First Downs,14,19,6.0,2024,81
Rush-Yds-TDs,25-100-0,36-116-0,6.0,2024,81
Cmp-Att-Yd-TD-INT,16-23-168-0-0,16-25-264-2-0,6.0,2024,81
Sacked-Yards,5-24,1-8,6.0,2024,81
Net Pass Yards,144,256,6.0,2024,81
Total Yards,244,372,6.0,2024,81
Fumbles-Lost,0-0,1-0,6.0,2024,81
Turnovers,0,0,6.0,2024,81
Penalties-Yards,7-55,5-40,6.0,2024,81
Third Down Conv.,3-12,5-14,6.0,2024,81
Fourth Down Conv.,1-1,2-2,6.0,2024,81
Time of Possession,31:27,28:33,6.0,2024,81
