Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
John Simpson,G,63,100%,0,0%,6,24%,1,Jets,6.0,2024,92
Joe Tippmann,C,63,100%,0,0%,6,24%,1,Jets,6.0,2024,92
Morgan Moses,T,63,100%,0,0%,4,16%,1,Jets,6.0,2024,92
Alijah Vera-Tucker,G,63,100%,0,0%,0,0%,1,Jets,6.0,2024,92
Aaron Rodgers,QB,63,100%,0,0%,0,0%,1,Jets,6.0,2024,92
Tyron Smith,T,63,100%,0,0%,0,0%,1,Jets,6.0,2024,92
Garrett Wilson,WR,61,97%,0,0%,0,0%,1,Jets,6.0,2024,92
Allen Lazard,WR,59,94%,0,0%,0,0%,1,Jets,6.0,2024,92
Breece Hall,RB,55,87%,0,0%,0,0%,1,Jets,6.0,2024,92
Tyler Conklin,TE,46,73%,0,0%,0,0%,1,Jets,6.0,2024,92
Mike Williams,WR,32,51%,0,0%,0,0%,1,Jets,6.0,2024,92
Jeremy Ruckert,TE,30,48%,0,0%,13,52%,1,Jets,6.0,2024,92
Xavier Gipson,WR,13,21%,0,0%,8,32%,1,Jets,6.0,2024,92
Braelon Allen,RB,12,19%,0,0%,7,28%,1,Jets,6.0,2024,92
Anthony Firkser,TE,6,10%,0,0%,13,52%,1,Jets,6.0,2024,92
Irvin Charles,WR,1,2%,0,0%,13,52%,1,Jets,6.0,2024,92
Sauce Gardner,CB,0,0%,69,100%,0,0%,1,Jets,6.0,2024,92
Tony Adams,FS,0,0%,69,100%,0,0%,1,Jets,6.0,2024,92
Jamien Sherwood,LB,0,0%,68,99%,6,24%,1,Jets,6.0,2024,92
Quincy Williams,LB,0,0%,68,99%,1,4%,1,Jets,6.0,2024,92
Ashtyn Davis,SS,0,0%,65,94%,12,48%,1,Jets,6.0,2024,92
Micheal Clemons,DE,0,0%,53,77%,6,24%,1,Jets,6.0,2024,92
Will McDonald,LB,0,0%,50,72%,1,4%,1,Jets,6.0,2024,92
Quinnen Williams,NT,0,0%,47,68%,6,24%,1,Jets,6.0,2024,92
D.J. Reed,CB,0,0%,47,68%,1,4%,1,Jets,6.0,2024,92
Javon Kinlaw,DT,0,0%,46,67%,6,24%,1,Jets,6.0,2024,92
Isaiah Oliver,CB,0,0%,37,54%,6,24%,1,Jets,6.0,2024,92
Leki Fotu,NT,0,0%,31,45%,11,44%,1,Jets,6.0,2024,92
Brandin Echols,CB,0,0%,23,33%,14,56%,1,Jets,6.0,2024,92
Solomon Thomas,DT,0,0%,23,33%,5,20%,1,Jets,6.0,2024,92
Leonard Taylor,DT,0,0%,14,20%,0,0%,1,Jets,6.0,2024,92
Takkarist McKinley,DE,0,0%,12,17%,0,0%,1,Jets,6.0,2024,92
Chuck Clark,SS,0,0%,10,14%,0,0%,1,Jets,6.0,2024,92
Jalen Mills,CB,0,0%,9,13%,9,36%,1,Jets,6.0,2024,92
Eric Watts,DE,0,0%,9,13%,6,24%,1,Jets,6.0,2024,92
C.J. Mosley,LB,0,0%,9,13%,0,0%,1,Jets,6.0,2024,92
Samuel Eguavoen,LB,0,0%,0,0%,18,72%,1,Jets,6.0,2024,92
Qwan'tez Stiggers,CB,0,0%,0,0%,16,64%,1,Jets,6.0,2024,92
Brenden Bates,TE,0,0%,0,0%,14,56%,1,Jets,6.0,2024,92
Chazz Surratt,LB,0,0%,0,0%,13,52%,1,Jets,6.0,2024,92
Isaiah Davis,RB,0,0%,0,0%,13,52%,1,Jets,6.0,2024,92
Greg Zuerlein,K,0,0%,0,0%,10,40%,1,Jets,6.0,2024,92
Thomas Morstead,P,0,0%,0,0%,8,32%,1,Jets,6.0,2024,92
Thomas Hennessy,LS,0,0%,0,0%,8,32%,1,Jets,6.0,2024,92
Xavier Newman-Johnson,G,0,0%,0,0%,6,24%,1,Jets,6.0,2024,92
Jake Hanson,C,0,0%,0,0%,6,24%,1,Jets,6.0,2024,92
Olumuyiwa Fashanu,T,0,0%,0,0%,2,8%,1,Jets,6.0,2024,92
