Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Justin Herbert,LAC,0,0,0,0,0,6.0,2024,87
J.K. Dobbins,LAC,2,2,6,0,5,6.0,2024,87
Derius Davis,LAC,2,1,8,0,8,6.0,2024,87
Kimani Vidal,LAC,2,2,40,1,38,6.0,2024,87
Hassan Haskins,LAC,0,0,0,0,0,6.0,2024,87
Simi Fehoko,LAC,4,2,44,0,30,6.0,2024,87
Ladd McConkey,LAC,8,4,43,0,15,6.0,2024,87
Josh Palmer,LAC,3,2,38,0,24,6.0,2024,87
Will Dissly,LAC,5,4,26,0,20,6.0,2024,87
Quentin Johnston,LAC,4,3,22,0,8,6.0,2024,87
Stone Smartt,LAC,1,1,10,0,10,6.0,2024,87
Bo Nix,DEN,0,0,0,0,0,6.0,2024,87
Javonte Williams,DEN,6,3,13,0,10,6.0,2024,87
Audric Estime,DEN,0,0,0,0,0,6.0,2024,87
Jaleel McLaughlin,DEN,2,2,17,0,11,6.0,2024,87
Troy Franklin,DEN,3,2,31,1,29,6.0,2024,87
Devaughn Vele,DEN,6,4,78,0,37,6.0,2024,87
Courtland Sutton,DEN,6,4,53,1,20,6.0,2024,87
Lucas Krull,DEN,4,2,11,0,8,6.0,2024,87
Lil'Jordan Humphrey,DEN,1,1,8,0,8,6.0,2024,87
Nate Adkins,DEN,1,1,5,0,5,6.0,2024,87
Marvin Mims,DEN,3,0,0,0,0,6.0,2024,87
