Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Kirk Cousins,ATL,19,30,225,11,36.7,182,6.1,122,6.4,4.1,103,5.4,0,0.0%,4,13.8%,0,5,0,3,3,10.0%,0,,6.0,2024,89
Andy Dalton,CAR,26,38,221,12,31.6,265,7.0,147,5.7,3.9,74,2.8,3,8.1%,3,8.1%,0,8,1,3,4,10.0%,2,9.5,6.0,2024,89
