Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
C.J. Stroud,HOU,20,31,192,3,1,2,16,26,100.5,6.0,2024,84
Davis Mills,HOU,0,1,0,0,0,0,0,0,39.6,6.0,2024,84
Joe Mixon,HOU,0,0,0,0,0,0,0,0,,6.0,2024,84
Dameon Pierce,HOU,0,0,0,0,0,0,0,0,,6.0,2024,84
Dare Ogunbowale,HOU,0,0,0,0,0,0,0,0,,6.0,2024,84
Stefon Diggs,HOU,0,0,0,0,0,0,0,0,,6.0,2024,84
Tank Dell,HOU,0,0,0,0,0,0,0,0,,6.0,2024,84
Dalton Schultz,HOU,0,0,0,0,0,0,0,0,,6.0,2024,84
Xavier Hutchinson,HOU,0,0,0,0,0,0,0,0,,6.0,2024,84
Cade Stover,HOU,0,0,0,0,0,0,0,0,,6.0,2024,84
Cam Akers,HOU,0,0,0,0,0,0,0,0,,6.0,2024,84
Drake Maye,NWE,20,33,243,3,2,4,34,40,88.3,6.0,2024,84
Antonio Gibson,NWE,0,0,0,0,0,0,0,0,,6.0,2024,84
Terrell Jennings,NWE,0,0,0,0,0,0,0,0,,6.0,2024,84
Jamycal Hasty,NWE,0,0,0,0,0,0,0,0,,6.0,2024,84
Demario Douglas,NWE,0,0,0,0,0,0,0,0,,6.0,2024,84
Kayshon Boutte,NWE,0,0,0,0,0,0,0,0,,6.0,2024,84
Hunter Henry,NWE,0,0,0,0,0,0,0,0,,6.0,2024,84
Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,6.0,2024,84
Austin Hooper,NWE,0,0,0,0,0,0,0,0,,6.0,2024,84
Ja'Lynn Polk,NWE,0,0,0,0,0,0,0,0,,6.0,2024,84
