Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Brock Purdy,SFO,18,28,255,3,0,0,0,76,129.3,6.0,2024,79
Isaac Guerendo,SFO,0,0,0,0,0,0,0,0,,6.0,2024,79
Jordan Mason,SFO,0,0,0,0,0,0,0,0,,6.0,2024,79
Patrick Taylor,SFO,0,0,0,0,0,0,0,0,,6.0,2024,79
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,6.0,2024,79
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,6.0,2024,79
George Kittle,SFO,0,0,0,0,0,0,0,0,,6.0,2024,79
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,6.0,2024,79
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,6.0,2024,79
Geno Smith,SEA,30,52,312,1,2,1,6,37,65.5,6.0,2024,79
Kenneth Walker III,SEA,0,0,0,0,0,0,0,0,,6.0,2024,79
Zach Charbonnet,SEA,0,0,0,0,0,0,0,0,,6.0,2024,79
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,6.0,2024,79
Noah Fant,SEA,0,0,0,0,0,0,0,0,,6.0,2024,79
Jaxon Smith-Njigba,SEA,0,0,0,0,0,0,0,0,,6.0,2024,79
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,6.0,2024,79
Jake Bobo,SEA,0,0,0,0,0,0,0,0,,6.0,2024,79
AJ Barner,SEA,0,0,0,0,0,0,0,0,,6.0,2024,79
