Player,Pos,home_team,team,week,year,game_id
Justin Herbert,QB,0,Chargers,6.0,2024,87
J.K. Dobbins,RB,0,Chargers,6.0,2024,87
Scott Matlock,FB,0,Chargers,6.0,2024,87
Ladd McConkey,WR,0,Chargers,6.0,2024,87
Quentin Johnston,WR,0,Chargers,6.0,2024,87
Hayden Hurst,TE,0,Chargers,6.0,2024,87
Joe Alt,OT,0,Chargers,6.0,2024,87
Rashawn Slater,T,0,Chargers,6.0,2024,87
Trey Pipkins,T,0,Chargers,6.0,2024,87
Zion Johnson,G,0,Chargers,6.0,2024,87
Bradley Bozeman,C,0,Chargers,6.0,2024,87
Otito Ogbonnia,DT,0,Chargers,6.0,2024,87
Poona Ford,DT,0,Chargers,6.0,2024,87
Khalil Mack,OLB,0,Chargers,6.0,2024,87
Tuli Tuipulotu,OLB,0,Chargers,6.0,2024,87
Daiyan Henley,LB,0,Chargers,6.0,2024,87
Denzel Perryman,LB,0,Chargers,6.0,2024,87
Cam Hart,CB,0,Chargers,6.0,2024,87
Kristian Fulton,CB,0,Chargers,6.0,2024,87
Tarheeb Still,CB,0,Chargers,6.0,2024,87
Derwin James,S,0,Chargers,6.0,2024,87
Alohi Gilman,S,0,Chargers,6.0,2024,87
