Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Colts,3.0,3.63,12.57,-8.94,-2.9,-0.43,3.92,-5.41,1.93,-0.91,-4.37,2.6,4.34,-2.31,-1.17,6.0,2024,82
Titans,-3.0,0.43,-3.92,5.41,-1.93,-3.63,-12.57,8.94,2.9,0.91,-2.6,4.37,2.31,-4.34,1.17,6.0,2024,82
