Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Drake London,ATL,10,6,74,1,4.0,57,9.5,17,2.8,9.2,0,,0,0.0,0,116.2,6.0,2024,89
Ray-Ray McCloud,ATL,4,3,30,0,2.0,27,9.0,3,1.0,8.5,0,,0,0.0,0,95.8,6.0,2024,89
Darnell Mooney,ATL,5,3,38,0,3.0,17,5.7,21,7.0,3.8,0,,0,0.0,0,83.7,6.0,2024,89
Kyle Pitts,ATL,5,3,70,0,2.0,27,9.0,43,14.3,8.6,0,,0,0.0,0,104.2,6.0,2024,89
Bijan Robinson,ATL,4,3,10,0,0.0,-9,-3.0,19,6.3,-2.3,1,3.0,0,0.0,0,77.1,6.0,2024,89
Tyler Allgeier,ATL,1,1,3,0,0.0,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2,6.0,2024,89
Diontae Johnson,CAR,10,6,78,1,5.0,71,11.8,7,1.2,9.3,0,,1,10.0,1,78.3,6.0,2024,89
Chuba Hubbard,CAR,6,5,11,0,1.0,-3,-0.6,14,2.8,-0.5,0,,0,0.0,0,79.2,6.0,2024,89
Ja'Tavion Sanders,CAR,7,5,49,0,1.0,21,4.2,28,5.6,6.0,0,,1,14.3,0,90.8,6.0,2024,89
Jalen Coker,CAR,3,3,30,0,2.0,25,8.3,5,1.7,8.3,0,,0,0.0,0,108.3,6.0,2024,89
Xavier Legette,CAR,4,3,23,1,2.0,21,7.0,2,0.7,16.8,0,,0,0.0,0,128.1,6.0,2024,89
David Moore,CAR,2,2,17,0,,9,4.5,8,4.0,4.5,0,,0,0.0,0,102.1,6.0,2024,89
Jonathan Mingo,CAR,1,1,1,0,,0,0.0,1,1.0,0.0,0,,0,0.0,0,79.2,6.0,2024,89
Miles Sanders,CAR,1,1,12,0,1.0,3,3.0,9,9.0,3.0,0,,0,0.0,0,116.7,6.0,2024,89
Ian Thomas,CAR,3,0,0,0,,0,,0,,8.0,0,,1,33.3,1,0.0,6.0,2024,89
