Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Josh Allen,BUF,1,0,6.0,2024,92
Ray Davis,BUF,0,0,6.0,2024,92
Ty Johnson,BUF,0,0,6.0,2024,92
Dalton Kincaid,BUF,0,0,6.0,2024,92
Curtis Samuel,BUF,0,0,6.0,2024,92
Keon Coleman,BUF,0,0,6.0,2024,92
Khalil Shakir,BUF,0,0,6.0,2024,92
Dawson Knox,BUF,0,0,6.0,2024,92
Mack Hollins,BUF,0,0,6.0,2024,92
Aaron Rodgers,NYJ,1,0,6.0,2024,92
Breece Hall,NYJ,0,0,6.0,2024,92
Braelon Allen,NYJ,0,0,6.0,2024,92
Allen Lazard,NYJ,0,0,6.0,2024,92
Garrett Wilson,NYJ,0,0,6.0,2024,92
Tyler Conklin,NYJ,0,0,6.0,2024,92
Jeremy Ruckert,NYJ,0,0,6.0,2024,92
Mike Williams,NYJ,0,0,6.0,2024,92
