Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bengals,10.0,-0.57,-0.24,-0.33,-4.18,2.73,8.61,-5.88,5.39,8.07,-3.76,1.94,3.98,-2.44,8.35,6.0,2024,91
Giants,-10.0,-2.73,-8.61,5.88,-5.39,0.57,0.24,0.33,4.18,-8.07,-1.94,3.76,2.44,-3.98,-8.35,6.0,2024,91
