Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jayden Daniels,WAS,0,0,0,0,0,6.0,2024,86
Austin Ekeler,WAS,5,4,47,0,25,6.0,2024,86
Jeremy McNichols,WAS,0,0,0,0,0,6.0,2024,86
Zach Ertz,WAS,5,4,68,0,24,6.0,2024,86
Noah Brown,WAS,8,4,58,0,28,6.0,2024,86
Terry McLaurin,WAS,7,6,53,2,14,6.0,2024,86
Olamide Zaccheaus,WAS,6,4,27,0,11,6.0,2024,86
Dyami Brown,WAS,1,1,11,0,11,6.0,2024,86
Luke McCaffrey,WAS,1,1,5,0,5,6.0,2024,86
Lamar Jackson,BAL,0,0,0,0,0,6.0,2024,86
Derrick Henry,BAL,0,0,0,0,0,6.0,2024,86
Zay Flowers,BAL,9,9,132,0,44,6.0,2024,86
Justice Hill,BAL,1,1,2,0,2,6.0,2024,86
Rashod Bateman,BAL,4,4,71,0,23,6.0,2024,86
Mark Andrews,BAL,4,3,66,1,38,6.0,2024,86
Isaiah Likely,BAL,4,2,27,0,18,6.0,2024,86
Nelson Agholor,BAL,3,1,25,0,25,6.0,2024,86
