#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,GNB 30,5,2:02,16,Punt,1,Packers,6.0,2024,83
2,1,11:26,ARI 44,5,2:31,44,Touchdown,1,Packers,6.0,2024,83
3,1,6:37,GNB 20,11,6:42,80,Touchdown,1,Packers,6.0,2024,83
4,2,13:20,GNB 10,12,6:48,72,Field Goal,1,Packers,6.0,2024,83
5,2,4:39,ARI 44,1,0:07,44,Touchdown,1,Packers,6.0,2024,83
6,2,1:56,GNB 22,4,0:52,15,Interception,1,Packers,6.0,2024,83
8,3,9:03,GNB 30,9,5:15,70,Touchdown,1,Packers,6.0,2024,83
9,3,2:57,ARI 30,4,0:53,4,Missed FG,1,Packers,6.0,2024,83
10,3,0:12,GNB 22,12,5:44,56,Field Goal,1,Packers,6.0,2024,83
11,4,5:37,GNB 21,10,5:37,61,End of Game,1,Packers,6.0,2024,83
