Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Steelers,19.0,1.93,3.74,1.84,1.64,9.91,-1.31,9.22,12.11,7.51,-7.52,4.99,2.79,2.06,5.19,6.0,2024,88
Raiders,-19.0,-9.91,1.31,-9.22,-12.11,-1.93,-3.74,-1.84,-1.64,-7.51,-4.99,7.52,-2.06,-2.79,-5.19,6.0,2024,88
