Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Baker Mayfield,LAR,13,26,147,0,1,5,24,35,51.3,18.0,2022,270
Cam Akers,LAR,0,0,0,0,0,0,0,0,,18.0,2022,270
Brandon Powell,LAR,0,0,0,0,0,0,0,0,,18.0,2022,270
Tutu Atwell,LAR,0,0,0,0,0,0,0,0,,18.0,2022,270
Van Jefferson,LAR,0,0,0,0,0,0,0,0,,18.0,2022,270
Tyler Higbee,LAR,0,0,0,0,0,0,0,0,,18.0,2022,270
Brycen Hopkins,LAR,0,0,0,0,0,0,0,0,,18.0,2022,270
Geno Smith,SEA,19,31,213,1,2,3,8,36,65.7,18.0,2022,270
Kenneth Walker III,SEA,0,0,0,0,0,0,0,0,,18.0,2022,270
DeeJay Dallas,SEA,0,0,0,0,0,0,0,0,,18.0,2022,270
Nick Bellore,SEA,0,0,0,0,0,0,0,0,,18.0,2022,270
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,18.0,2022,270
Colby Parkinson,SEA,0,0,0,0,0,0,0,0,,18.0,2022,270
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,18.0,2022,270
Dareke Young,SEA,0,0,0,0,0,0,0,0,,18.0,2022,270
Cade Johnson,SEA,0,0,0,0,0,0,0,0,,18.0,2022,270
Noah Fant,SEA,0,0,0,0,0,0,0,0,,18.0,2022,270
