#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:17,DEN 25,13,7:22,75,Touchdown,1,Broncos,18.0,2022,268
2,1,2:30,DEN 13,3,0:53,3,Punt,1,Broncos,18.0,2022,268
3,2,10:57,DEN 25,3,2:46,-4,Punt,1,Broncos,18.0,2022,268
4,2,6:12,LAC 49,7,3:29,34,Field Goal,1,Broncos,18.0,2022,268
5,2,1:35,DEN 20,3,0:27,5,Punt,1,Broncos,18.0,2022,268
6,2,0:26,DEN 25,3,0:20,75,Touchdown,1,Broncos,18.0,2022,268
7,3,15:00,DEN 25,6,3:18,75,Touchdown,1,Broncos,18.0,2022,268
8,3,9:57,DEN 5,3,1:07,52,Interception,1,Broncos,18.0,2022,268
9,3,6:42,DEN 25,4,2:15,20,Punt,1,Broncos,18.0,2022,268
10,3,0:21,DEN 11,8,4:06,89,Touchdown,1,Broncos,18.0,2022,268
11,4,6:02,DEN 25,3,1:46,4,Punt,1,Broncos,18.0,2022,268
12,4,3:14,DEN 4,7,3:14,46,End of Game,1,Broncos,18.0,2022,268
