Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Ezekiel Elliott,DAL,8,10,0,1.0,6,0.8,4,0.5,0,,18.0,2022,267
Tony Pollard,DAL,7,19,0,,11,1.6,8,1.1,0,,18.0,2022,267
Dak Prescott,DAL,6,16,0,2.0,11,1.8,5,0.8,0,,18.0,2022,267
Malik Davis,DAL,5,19,0,1.0,12,2.4,7,1.4,0,,18.0,2022,267
Bryan Anger,DAL,1,0,0,,0,0.0,0,0.0,0,,18.0,2022,267
Jaret Patterson,WAS,17,78,0,3.0,40,2.4,38,2.2,0,,18.0,2022,267
Jonathan Williams,WAS,14,32,0,,15,1.1,17,1.2,0,,18.0,2022,267
Sam Howell,WAS,5,35,1,4.0,30,6.0,5,1.0,0,,18.0,2022,267
Reggie Bonnafon,WAS,3,8,0,,5,1.7,3,1.0,0,,18.0,2022,267
Armani Rogers,WAS,1,2,0,,1,1.0,1,1.0,0,,18.0,2022,267
Curtis Samuel,WAS,1,-4,0,,-4,-4.0,0,0.0,0,,18.0,2022,267
