Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Sam Darnold,CAR,6,32,0,13,18.0,2022,261
Chuba Hubbard,CAR,21,69,0,8,18.0,2022,261
D'Onta Foreman,CAR,12,68,0,21,18.0,2022,261
Laviska Shenault Jr.,CAR,1,1,0,1,18.0,2022,261
Raheem Blackshear,CAR,1,1,0,1,18.0,2022,261
Terrace Marshall Jr.,CAR,0,0,0,0,18.0,2022,261
D.J. Moore,CAR,0,0,0,0,18.0,2022,261
Tommy Tremble,CAR,0,0,0,0,18.0,2022,261
Shi Smith,CAR,0,0,0,0,18.0,2022,261
Andy Dalton,NOR,1,2,0,2,18.0,2022,261
Alvin Kamara,NOR,23,107,0,22,18.0,2022,261
Taysom Hill,NOR,5,24,0,10,18.0,2022,261
Rashid Shaheed,NOR,1,7,0,7,18.0,2022,261
Eno Benjamin,NOR,2,3,0,2,18.0,2022,261
Chris Olave,NOR,0,0,0,0,18.0,2022,261
David Johnson,NOR,0,0,0,0,18.0,2022,261
Juwan Johnson,NOR,0,0,0,0,18.0,2022,261
Adam Trautman,NOR,0,0,0,0,18.0,2022,261
Tre'Quan Smith,NOR,0,0,0,0,18.0,2022,261
Marquez Callaway,NOR,0,0,0,0,18.0,2022,261
