Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA,week,year,game_id
4.0,6:06,3.0,9.0,CIN 45,16.0,27.0,Anthony Brown pass incomplete short left intended for Demarcus Robinson,1.42,0.27,18.0,2022,259
4.0,6:03,4.0,9.0,CIN 45,16.0,27.0,"Anthony Brown pass incomplete short right intended for James Proche. Penalty on Morgan Moses: Offensive Holding, 10 yards (declined)",0.27,-1.93,18.0,2022,259
4.0,5:55,1.0,10.0,CIN 45,16.0,27.0,"Samaje Perine right tackle for no gain. Penalty on Hakeem Adeniji: Offensive Holding, 10 yards (accepted) (no play)",1.93,1.27,18.0,2022,259
4.0,5:31,,,,,,Timeout #1 by Cincinnati Bengals,,,18.0,2022,259
4.0,5:31,1.0,20.0,CIN 35,16.0,27.0,Joe Mixon up the middle for 4 yards (tackle by Jason Pierre-Paul and Patrick Queen),1.27,0.57,18.0,2022,259
4.0,4:48,2.0,16.0,CIN 39,16.0,27.0,Joe Mixon left tackle for -2 yards (tackle by Marcus Williams),0.57,-0.36,18.0,2022,259
4.0,4:04,3.0,18.0,CIN 37,16.0,27.0,Samaje Perine right tackle for 4 yards (tackle by Roquan Smith),-0.36,-0.65,18.0,2022,259
4.0,3:20,4.0,14.0,CIN 41,16.0,27.0,"Drue Chrisman punts 59 yards, touchback.",-0.65,-0.28,18.0,2022,259
4.0,3:10,1.0,10.0,BAL 20,16.0,27.0,"Anthony Brown pass complete deep right to Sammy Watkins for 47 yards. Sammy Watkins fumbles (forced by Jessie Bates), recovered by Vonn Bell at CIN-32 (tackle by Demarcus Robinson)",0.28,-1.07,18.0,2022,259
4.0,2:56,1.0,10.0,CIN 32,16.0,27.0,Samaje Perine right guard for 4 yards (tackle by Justin Madubuike and Jason Pierre-Paul),1.07,1.07,18.0,2022,259
4.0,2:12,2.0,6.0,CIN 36,16.0,27.0,Samaje Perine left tackle for 1 yard (tackle by Roquan Smith and Jason Pierre-Paul),1.07,0.5,18.0,2022,259
4.0,2:00,3.0,5.0,CIN 37,16.0,27.0,Samaje Perine right tackle for 1 yard (tackle by Roquan Smith),0.5,-0.85,18.0,2022,259
4.0,1:16,,,,,,Timeout #2 by Cincinnati Bengals,,,18.0,2022,259
4.0,1:16,4.0,4.0,CIN 38,16.0,27.0,"Drue Chrisman punts 62 yards, touchback.",-0.85,-0.28,18.0,2022,259
4.0,1:07,1.0,10.0,BAL 20,16.0,27.0,Anthony Brown pass complete short right to Charlie Kolar for 6 yards (tackle by Mike Hilton),0.28,0.54,18.0,2022,259
4.0,0:49,2.0,4.0,BAL 26,16.0,27.0,Anthony Brown pass incomplete short middle intended for Kenyan Drake,0.54,-0.16,18.0,2022,259
4.0,0:44,3.0,4.0,BAL 26,16.0,27.0,Anthony Brown pass complete short middle to Charlie Kolar for 14 yards (tackle by Logan Wilson),-0.16,1.6,18.0,2022,259
4.0,0:31,1.0,10.0,BAL 40,16.0,27.0,Anthony Brown spiked the ball,1.6,1.05,18.0,2022,259
4.0,0:29,2.0,10.0,BAL 40,16.0,27.0,Anthony Brown pass complete short middle to Kenyan Drake for 10 yards (tackle by Vonn Bell and Logan Wilson),1.05,2.26,18.0,2022,259
4.0,0:11,1.0,10.0,BAL 50,16.0,27.0,Anthony Brown spiked the ball,2.26,1.71,18.0,2022,259
4.0,0:10,2.0,10.0,BAL 50,16.0,27.0,Anthony Brown pass complete short middle to Isaiah Likely for 12 yards (tackle by Mike Hilton),1.71,3.05,18.0,2022,259
