Player,Pos,home_team,team,week,year,game_id
Sam Ehlinger,QB,1,Colts,18.0,2022,264
Zack Moss,RB,1,Colts,18.0,2022,264
Parris Campbell,WR,1,Colts,18.0,2022,264
Michael Pittman Jr.,WR,1,Colts,18.0,2022,264
Alec Pierce,WR,1,Colts,18.0,2022,264
Mo Alie-Cox,TE,1,Colts,18.0,2022,264
Quenton Nelson,OL,1,Colts,18.0,2022,264
Braden Smith,T,1,Colts,18.0,2022,264
Bernhard Raimann,T,1,Colts,18.0,2022,264
Will Fries,G,1,Colts,18.0,2022,264
Ryan Kelly,C,1,Colts,18.0,2022,264
Dayo Odeyingbo,DE,1,Colts,18.0,2022,264
Kwity Paye,DE,1,Colts,18.0,2022,264
Grover Stewart,DT,1,Colts,18.0,2022,264
DeForest Buckner,DT,1,Colts,18.0,2022,264
Zaire Franklin,LB,1,Colts,18.0,2022,264
Bobby Okereke,LB,1,Colts,18.0,2022,264
Dallis Flowers,CB,1,Colts,18.0,2022,264
Brandon Facyson,CB,1,Colts,18.0,2022,264
Rodney Thomas II,DB,1,Colts,18.0,2022,264
Rodney McLeod,S,1,Colts,18.0,2022,264
Julian Blackmon,S,1,Colts,18.0,2022,264
