Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Kirk Cousins,MIN,0,0,0,0,0,18.0,2022,262
Nick Mullens,MIN,0,0,0,0,0,18.0,2022,262
Alexander Mattison,MIN,1,1,6,0,6,18.0,2022,262
Dalvin Cook,MIN,1,1,0,0,0,18.0,2022,262
Ty Chandler,MIN,0,0,0,0,0,18.0,2022,262
Kene Nwangwu,MIN,1,1,16,0,16,18.0,2022,262
Jalen Reagor,MIN,2,2,17,0,10,18.0,2022,262
Adam Thielen,MIN,3,2,8,1,4,18.0,2022,262
K.J. Osborn,MIN,6,5,117,0,66,18.0,2022,262
Jalen Nailor,MIN,5,4,62,0,26,18.0,2022,262
C.J. Ham,MIN,4,4,47,0,17,18.0,2022,262
Justin Jefferson,MIN,5,4,38,0,23,18.0,2022,262
T.J. Hockenson,MIN,1,1,16,0,16,18.0,2022,262
Irv Smith Jr.,MIN,3,3,14,0,8,18.0,2022,262
Nathan Peterman,CHI,0,0,0,0,0,18.0,2022,262
Tim Boyle,CHI,0,0,0,0,0,18.0,2022,262
Khalil Herbert,CHI,2,1,-1,0,-1,18.0,2022,262
Velus Jones Jr.,CHI,2,1,28,0,28,18.0,2022,262
David Montgomery,CHI,0,0,0,0,0,18.0,2022,262
Cole Kmet,CHI,5,4,57,1,17,18.0,2022,262
Chase Claypool,CHI,6,2,29,0,20,18.0,2022,262
Dante Pettis,CHI,6,2,19,0,13,18.0,2022,262
N'Keal Harry,CHI,2,1,7,0,7,18.0,2022,262
Byron Pringle,CHI,1,1,5,0,5,18.0,2022,262
Equanimeous St. Brown,CHI,1,1,3,0,3,18.0,2022,262
Trestan Ebner,CHI,2,0,0,0,0,18.0,2022,262
