Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Justin Herbert,LAC,25,37,273,2,0,1,5,30,107.2,18.0,2022,268
Chase Daniel,LAC,5,7,25,1,0,0,0,10,116.1,18.0,2022,268
Austin Ekeler,LAC,0,0,0,0,0,0,0,0,,18.0,2022,268
Joshua Kelley,LAC,0,0,0,0,0,0,0,0,,18.0,2022,268
Larry Rountree,LAC,0,0,0,0,0,0,0,0,,18.0,2022,268
Keenan Allen,LAC,0,0,0,0,0,0,0,0,,18.0,2022,268
DeAndre Carter,LAC,0,0,0,0,0,0,0,0,,18.0,2022,268
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,18.0,2022,268
Mike Williams,LAC,0,0,0,0,0,0,0,0,,18.0,2022,268
Donald Parham,LAC,0,0,0,0,0,0,0,0,,18.0,2022,268
Gerald Everett,LAC,0,0,0,0,0,0,0,0,,18.0,2022,268
Tre' McKitty,LAC,0,0,0,0,0,0,0,0,,18.0,2022,268
Russell Wilson,DEN,13,24,283,3,1,2,17,57,118.6,18.0,2022,268
Latavius Murray,DEN,0,0,0,0,0,0,0,0,,18.0,2022,268
Chase Edmonds,DEN,0,0,0,0,0,0,0,0,,18.0,2022,268
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,18.0,2022,268
Freddie Swain,DEN,0,0,0,0,0,0,0,0,,18.0,2022,268
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,18.0,2022,268
Tyler Badie,DEN,0,0,0,0,0,0,0,0,,18.0,2022,268
Eric Tomlinson,DEN,0,0,0,0,0,0,0,0,,18.0,2022,268
Albert Okwuegbunam,DEN,0,0,0,0,0,0,0,0,,18.0,2022,268
Andrew Beck,DEN,0,0,0,0,0,0,0,0,,18.0,2022,268
