Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Kirk Cousins,MIN,0,0,18.0,2022,262
Nick Mullens,MIN,0,0,18.0,2022,262
Alexander Mattison,MIN,0,0,18.0,2022,262
Dalvin Cook,MIN,1,1,18.0,2022,262
Ty Chandler,MIN,0,0,18.0,2022,262
Kene Nwangwu,MIN,0,0,18.0,2022,262
Jalen Reagor,MIN,0,0,18.0,2022,262
Adam Thielen,MIN,0,0,18.0,2022,262
K.J. Osborn,MIN,1,0,18.0,2022,262
Jalen Nailor,MIN,0,0,18.0,2022,262
C.J. Ham,MIN,0,0,18.0,2022,262
Justin Jefferson,MIN,0,0,18.0,2022,262
T.J. Hockenson,MIN,0,0,18.0,2022,262
Irv Smith Jr.,MIN,0,0,18.0,2022,262
Nathan Peterman,CHI,0,0,18.0,2022,262
Tim Boyle,CHI,0,0,18.0,2022,262
Khalil Herbert,CHI,0,0,18.0,2022,262
Velus Jones Jr.,CHI,0,0,18.0,2022,262
David Montgomery,CHI,0,0,18.0,2022,262
Cole Kmet,CHI,0,0,18.0,2022,262
Chase Claypool,CHI,0,0,18.0,2022,262
Dante Pettis,CHI,0,0,18.0,2022,262
N'Keal Harry,CHI,0,0,18.0,2022,262
Byron Pringle,CHI,0,0,18.0,2022,262
Equanimeous St. Brown,CHI,0,0,18.0,2022,262
Trestan Ebner,CHI,0,0,18.0,2022,262
