Quarter,Time,Tm,Detail,CLE,PIT,week,year,game_id
2.0,6:27,Browns,David Njoku 10 yard pass from Deshaun Watson (Cade York kick),7,0,18.0,2022,263
,1:47,Steelers,George Pickens 31 yard pass from Kenny Pickett (Chris Boswell kick),7,7,18.0,2022,263
,0:38,Steelers,Chris Boswell 49 yard field goal,7,10,18.0,2022,263
3.0,9:04,Steelers,Chris Boswell 34 yard field goal,7,13,18.0,2022,263
,3:12,Steelers,Najee Harris 4 yard rush (Chris Boswell kick),7,20,18.0,2022,263
4.0,10:11,Browns,Nick Chubb 2 yard pass from Deshaun Watson (Cade York kick),14,20,18.0,2022,263
,4:37,Steelers,Derek Watt 1 yard rush (Diontae Johnson pass from Kenny Pickett),14,28,18.0,2022,263
