Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Lions won the coin toss and deferred, Packers to receive the opening kickoff.",,,18.0,2022,271
1.0,15:00,,,DET 35,0.0,0.0,"Jack Fox kicks off 56 yards, returned by Keisean Nixon for 12 yards (tackle by Josh Woods)",0.0,0.34,18.0,2022,271
1.0,14:55,1.0,10.0,GNB 21,0.0,0.0,Christian Watson left end for 6 yards (tackle by Mike Hughes),0.34,0.61,18.0,2022,271
1.0,14:14,2.0,4.0,GNB 27,0.0,0.0,Aaron Jones left tackle for 9 yards (tackle by DeShon Elliott),0.61,1.33,18.0,2022,271
1.0,13:35,1.0,10.0,GNB 36,0.0,0.0,Aaron Rodgers pass complete short left to Christian Watson for 13 yards (tackle by Kerby Joseph),1.33,2.19,18.0,2022,271
1.0,12:56,1.0,10.0,GNB 49,0.0,0.0,"Aaron Rodgers pass incomplete intended for Allen Lazard. Penalty on Jerry Jacobs: Defensive Pass Interference, 46 yards (accepted) (no play)",2.19,6.06,18.0,2022,271
1.0,12:50,1.0,5.0,DET 5,0.0,0.0,Aaron Jones up the middle for 1 yard (tackle by Isaiah Buggs and Alex Anzalone),6.06,5.34,18.0,2022,271
1.0,12:05,2.0,4.0,DET 4,0.0,0.0,AJ Dillon up the middle for no gain (tackle by Isaiah Buggs),5.34,4.49,18.0,2022,271
1.0,11:33,3.0,4.0,DET 4,0.0,0.0,Aaron Rodgers pass incomplete short right intended for AJ Dillon,4.49,3.03,18.0,2022,271
1.0,11:25,4.0,4.0,DET 4,0.0,3.0,Mason Crosby 22 yard field goal good,3.03,3.0,18.0,2022,271
1.0,11:21,,,GNB 35,0.0,3.0,"Mason Crosby kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,271
1.0,11:21,1.0,10.0,DET 25,0.0,3.0,Jamaal Williams right tackle for 4 yards (tackle by Quay Walker),0.61,0.6,18.0,2022,271
1.0,10:46,2.0,6.0,DET 29,0.0,3.0,Jared Goff pass incomplete short right intended for Kalif Raymond,0.6,-0.1,18.0,2022,271
1.0,10:41,3.0,6.0,DET 29,0.0,3.0,Jared Goff pass incomplete short left intended for Josh Reynolds,-0.1,-1.44,18.0,2022,271
1.0,10:38,4.0,6.0,DET 29,0.0,3.0,"Jack Fox punts 57 yards, returned by Keisean Nixon for 9 yards (tackle by Josh Woods)",-1.44,-0.48,18.0,2022,271
1.0,10:27,1.0,10.0,GNB 23,0.0,3.0,AJ Dillon left end for 2 yards (tackle by John Cominsky and Benito Jones),0.48,0.2,18.0,2022,271
1.0,9:51,2.0,8.0,GNB 25,0.0,3.0,Aaron Rodgers pass complete short middle to Randall Cobb for 7 yards (tackle by Kerby Joseph),0.2,0.43,18.0,2022,271
1.0,9:15,3.0,1.0,GNB 32,0.0,3.0,Aaron Jones left tackle for no gain (tackle by John Cominsky),0.43,-1.24,18.0,2022,271
1.0,8:37,4.0,1.0,GNB 32,0.0,3.0,Allen Lazard left end for -1 yards (tackle by Alex Anzalone),-1.24,-3.51,18.0,2022,271
1.0,8:32,1.0,10.0,GNB 31,0.0,3.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 11 yards (tackle by Adrian Amos),3.51,4.24,18.0,2022,271
1.0,7:54,1.0,10.0,GNB 20,0.0,3.0,Jared Goff pass incomplete deep right intended for Amon-Ra St. Brown,4.24,3.69,18.0,2022,271
1.0,7:49,2.0,10.0,GNB 20,0.0,3.0,D'Andre Swift up the middle for 1 yard (tackle by Quay Walker),3.69,3.1,18.0,2022,271
1.0,7:10,3.0,9.0,GNB 19,0.0,3.0,Jared Goff pass incomplete short middle intended for Kalif Raymond (defended by Darnell Savage),3.1,2.18,18.0,2022,271
