Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA,week,year,game_id
1.0,0:10,3.0,8.0,PHI 29,0.0,10.0,Davis Webb pass incomplete short left intended for Kenny Golladay (defended by James Bradberry),2.54,1.5,18.0,2022,269
1.0,0:06,4.0,8.0,PHI 29,0.0,10.0,Jamie Gillan sacked by Zech McPhearson for -11 yards,1.5,-1.6,18.0,2022,269
2.0,15:00,1.0,10.0,PHI 40,0.0,10.0,Miles Sanders left end for 4 yards (tackle by Jason Pinnock and Nick McCloud),1.6,1.59,18.0,2022,269
2.0,14:20,2.0,6.0,PHI 44,0.0,10.0,Miles Sanders right end for 4 yards (tackle by Oshane Ximines),1.59,1.42,18.0,2022,269
2.0,13:44,3.0,2.0,PHI 48,0.0,10.0,Jalen Hurts pass incomplete short right intended for A.J. Brown,1.42,-0.19,18.0,2022,269
2.0,13:39,4.0,2.0,PHI 48,0.0,10.0,"Brett Kern punts 38 yards, fair catch by Richie James at NYG-14",-0.19,0.28,18.0,2022,269
2.0,13:33,1.0,10.0,NYG 14,0.0,10.0,Davis Webb pass complete short middle to Lawrence Cager for 3 yards (tackle by Kyzir White),-0.28,-0.37,18.0,2022,269
2.0,12:52,2.0,7.0,NYG 17,0.0,10.0,Davis Webb left end for 2 yards (tackle by Reed Blankenship),-0.37,-0.8,18.0,2022,269
2.0,12:11,3.0,5.0,NYG 19,0.0,10.0,Davis Webb pass incomplete deep left intended for Lawrence Cager,-0.8,-2.14,18.0,2022,269
2.0,12:05,4.0,5.0,NYG 19,0.0,10.0,"Jamie Gillan punts 46 yards, returned by Britain Covey for 16 yards (tackle by Landon Collins). Penalty on Landon Collins: Offensive Holding, 10 yards (accepted)",-2.14,-2.98,18.0,2022,269
2.0,11:53,1.0,10.0,NYG 39,0.0,10.0,Jalen Hurts scrambles right end for 1 yard (tackle by Jarrad Davis),2.98,2.58,18.0,2022,269
2.0,11:11,2.0,9.0,NYG 38,0.0,10.0,Jalen Hurts pass complete short right to DeVonta Smith for 4 yards (tackle by Cordale Flott),2.58,2.41,18.0,2022,269
2.0,10:31,3.0,5.0,NYG 34,0.0,10.0,Jalen Hurts pass incomplete short left intended for Quez Watkins,2.41,1.07,18.0,2022,269
2.0,10:27,4.0,5.0,NYG 34,0.0,13.0,Jake Elliott 52 yard field goal good,1.07,3.0,18.0,2022,269
2.0,10:22,,,PHI 35,0.0,13.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,269
2.0,10:22,1.0,10.0,NYG 25,0.0,13.0,Davis Webb pass incomplete short right intended for Kenny Golladay (defended by Darius Slay),0.61,0.06,18.0,2022,269
2.0,10:17,2.0,10.0,NYG 25,0.0,13.0,Davis Webb pass incomplete short left intended for Nick Vannett (defended by Marcus Epps),0.06,-0.62,18.0,2022,269
2.0,10:07,3.0,10.0,NYG 25,0.0,13.0,"Penalty on Brandon Graham: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.62,0.04,18.0,2022,269
2.0,10:07,3.0,5.0,NYG 30,0.0,13.0,Davis Webb pass complete short left to Kenny Golladay for 5 yards (tackle by T.J. Edwards),0.04,1.27,18.0,2022,269
2.0,9:29,1.0,10.0,NYG 35,0.0,13.0,Davis Webb pass complete short right to Lawrence Cager for 11 yards (tackle by James Bradberry),1.27,1.99,18.0,2022,269
2.0,8:58,1.0,10.0,NYG 46,0.0,13.0,Davis Webb pass complete short left to Lawrence Cager for 6 yards (tackle by Kyzir White),1.99,2.26,18.0,2022,269
2.0,8:16,2.0,4.0,PHI 48,0.0,13.0,Davis Webb pass incomplete short middle intended for Kenny Golladay (defended by Marcus Epps),2.26,1.55,18.0,2022,269
2.0,8:11,3.0,4.0,PHI 48,0.0,13.0,Gary Brightwell right guard for 8 yards (tackle by T.J. Edwards and C.J. Gardner-Johnson),1.55,2.92,18.0,2022,269
2.0,7:28,1.0,10.0,PHI 40,0.0,13.0,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",2.92,2.59,18.0,2022,269
2.0,7:04,1.0,15.0,PHI 45,0.0,13.0,"Davis Webb pass incomplete short right. Penalty on Davis Webb: Intentional Grounding, 16 yards (accepted)",2.59,-0.46,18.0,2022,269
2.0,6:57,2.0,31.0,NYG 39,0.0,13.0,Gary Brightwell right guard for 2 yards (tackle by Reed Blankenship and Milton Williams),-0.46,-0.82,18.0,2022,269
2.0,6:12,3.0,29.0,NYG 41,0.0,13.0,Davis Webb pass incomplete short middle intended for Matt Breida,-0.82,-0.65,18.0,2022,269
2.0,6:08,4.0,29.0,NYG 41,0.0,13.0,Jamie Gillan punts,-0.65,-0.28,18.0,2022,269
2.0,6:00,1.0,10.0,PHI 20,0.0,13.0,Miles Sanders left end for 3 yards (tackle by Micah McFadden),0.28,0.14,18.0,2022,269
2.0,5:23,2.0,7.0,PHI 23,0.0,13.0,Jalen Hurts scrambles right end for 8 yards (tackle by Rodarius Williams),0.14,1.0,18.0,2022,269
2.0,4:50,1.0,10.0,PHI 31,0.0,13.0,Jalen Hurts pass complete short middle to Dallas Goedert for 7 yards (tackle by Dane Belton),1.0,1.41,18.0,2022,269
2.0,4:26,2.0,3.0,PHI 38,0.0,13.0,Jalen Hurts pass incomplete short right intended for A.J. Brown,1.41,0.7,18.0,2022,269
2.0,4:23,3.0,3.0,PHI 38,0.0,13.0,Boston Scott up the middle for 3 yards (tackle by Micah McFadden and Jarrad Davis),0.7,1.66,18.0,2022,269
2.0,3:46,1.0,10.0,PHI 41,0.0,13.0,Boston Scott left guard for 9 yards (tackle by Jason Pinnock),1.66,2.34,18.0,2022,269
2.0,3:03,2.0,1.0,PHI 50,0.0,13.0,Jalen Hurts scrambles right end for 3 yards (tackle by Jarrad Davis),2.34,2.46,18.0,2022,269
2.0,2:22,1.0,10.0,NYG 47,0.0,13.0,Boston Scott right guard for no gain (tackle by Micah McFadden),2.46,1.91,18.0,2022,269
2.0,2:00,2.0,10.0,NYG 47,0.0,13.0,"Jalen Hurts pass complete short right to A.J. Brown for 11 yards. Penalty on Nick McCloud: Roughing the Passer, 15 yards (accepted)",1.91,4.17,18.0,2022,269
2.0,1:55,1.0,10.0,NYG 21,0.0,13.0,Kenneth Gainwell left end for 11 yards (tackle by Dane Belton and Jarrad Davis),4.17,4.91,18.0,2022,269
2.0,1:46,,,,,,Timeout #1 by New York Giants,,,18.0,2022,269
2.0,1:46,1.0,10.0,NYG 10,0.0,13.0,Jalen Hurts sacked by Micah McFadden for -10 yards,4.91,3.0,18.0,2022,269
2.0,1:39,,,,,,Timeout #2 by New York Giants,,,18.0,2022,269
2.0,1:39,2.0,20.0,NYG 20,0.0,13.0,Jalen Hurts pass complete short left to DeVonta Smith for 10 yards (tackle by Rodarius Williams),3.0,3.13,18.0,2022,269
2.0,1:33,,,,,,Timeout #3 by New York Giants,,,18.0,2022,269
2.0,1:33,3.0,10.0,NYG 10,0.0,13.0,Jalen Hurts sacked by Nick McCloud for -11 yards,3.13,2.06,18.0,2022,269
2.0,0:49,,,,,,Timeout #1 by Philadelphia Eagles,,,18.0,2022,269
2.0,0:49,4.0,21.0,NYG 21,0.0,16.0,Jake Elliott 39 yard field goal good,2.06,3.0,18.0,2022,269
2.0,0:45,,,PHI 35,0.0,16.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,269
2.0,0:45,1.0,10.0,NYG 25,0.0,16.0,Davis Webb scrambles right end for 8 yards (tackle by C.J. Gardner-Johnson),0.61,1.14,18.0,2022,269
2.0,0:38,2.0,2.0,NYG 33,0.0,16.0,Davis Webb pass complete short right to Matt Breida for 4 yards (tackle by C.J. Gardner-Johnson),1.14,1.4,18.0,2022,269
2.0,0:32,1.0,10.0,NYG 37,0.0,16.0,Davis Webb pass incomplete short right intended for Nick Vannett,1.4,0.86,18.0,2022,269
2.0,0:26,2.0,10.0,NYG 37,0.0,16.0,Davis Webb pass incomplete short left intended for Gary Brightwell (defended by Kyzir White),0.86,0.17,18.0,2022,269
2.0,0:19,3.0,10.0,NYG 37,0.0,16.0,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",0.17,-0.49,18.0,2022,269
2.0,0:19,3.0,15.0,NYG 32,0.0,16.0,Davis Webb pass incomplete deep right intended for Marcus Johnson,-0.49,-1.24,18.0,2022,269
2.0,0:13,4.0,15.0,NYG 32,0.0,16.0,Jamie Gillan punts 42 yards downed by Jason Pinnock,-1.24,-0.67,18.0,2022,269
2.0,0:02,1.0,10.0,PHI 26,0.0,16.0,Jalen Hurts kneels for -1 yards,0.67,-0.01,18.0,2022,269
3.0,15:00,,,NYG 35,0.0,16.0,"Graham Gano kicks onside 13 yards, returned by Nakobe Dean for no gain",0.0,2.39,18.0,2022,269
3.0,14:57,1.0,10.0,NYG 48,0.0,16.0,Jalen Hurts pass incomplete right intended for A.J. Brown (defended by Nick McCloud),2.39,1.85,18.0,2022,269
3.0,14:54,2.0,10.0,NYG 48,0.0,16.0,Jalen Hurts pass complete short left to Dallas Goedert for 14 yards (tackle by Tomon Fox),1.85,3.31,18.0,2022,269
3.0,14:22,1.0,10.0,NYG 34,0.0,16.0,Jalen Hurts pass incomplete short left intended for Miles Sanders,3.31,2.77,18.0,2022,269
3.0,14:18,2.0,10.0,NYG 34,0.0,16.0,Jalen Hurts pass complete short middle to DeVonta Smith for 16 yards (tackle by Jarrad Davis),2.77,4.37,18.0,2022,269
3.0,13:54,1.0,10.0,NYG 18,0.0,16.0,Jalen Hurts pass complete short left to A.J. Brown for 12 yards (tackle by Dane Belton),4.37,5.83,18.0,2022,269
3.0,13:28,1.0,6.0,NYG 6,0.0,16.0,Miles Sanders left guard for 2 yards (tackle by Jarrad Davis),5.83,5.34,18.0,2022,269
3.0,13:01,2.0,4.0,NYG 4,0.0,16.0,Miles Sanders left guard for 2 yards (tackle by Landon Collins and Jarrad Davis),5.34,4.95,18.0,2022,269
3.0,12:19,3.0,2.0,NYG 2,0.0,16.0,"Jalen Hurts pass complete short right to DeVonta Smith for 2 yards, touchdown. Penalty on Landon Dickerson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",4.95,3.81,18.0,2022,269
3.0,12:13,3.0,7.0,NYG 7,0.0,16.0,"Jalen Hurts pass short right intended for DeVonta Smith is intercepted by Dane Belton in end zone and returned for no gain. Penalty on Jack Driscoll: Offensive Holding, 10 yards (declined)",3.81,-0.28,18.0,2022,269
3.0,12:06,1.0,10.0,NYG 20,0.0,16.0,Gary Brightwell left end for 1 yard (tackle by James Bradberry and Kyzir White),0.28,0.0,18.0,2022,269
3.0,11:34,2.0,8.0,NYG 22,0.0,16.0,Davis Webb pass complete short right to Marcus Johnson for 9 yards (tackle by Darius Slay),0.0,0.94,18.0,2022,269
3.0,11:02,1.0,10.0,NYG 30,0.0,16.0,Matt Breida right tackle for 5 yards (tackle by T.J. Edwards and Kyzir White),0.94,1.07,18.0,2022,269
3.0,10:28,2.0,5.0,NYG 35,0.0,16.0,Davis Webb pass complete short middle to Matt Breida for 2 yards (tackle by Kyzir White),1.07,0.63,18.0,2022,269
3.0,9:45,3.0,3.0,NYG 37,0.0,16.0,Davis Webb pass complete short right to Matt Breida for -2 yards (tackle by Marcus Epps),0.63,-1.04,18.0,2022,269
3.0,9:05,4.0,5.0,NYG 35,0.0,16.0,"Jamie Gillan punts 37 yards, fair catch by Britain Covey at PHI-28",-1.04,-0.81,18.0,2022,269
3.0,8:58,1.0,10.0,PHI 28,0.0,16.0,Boston Scott left tackle for 12 yards (tackle by Rodarius Williams),0.81,1.6,18.0,2022,269
3.0,8:21,1.0,10.0,PHI 40,0.0,16.0,Jalen Hurts scrambles right tackle for 3 yards (tackle by Dane Belton and Jarrad Davis),1.6,1.46,18.0,2022,269
3.0,7:46,2.0,7.0,PHI 43,0.0,16.0,Jalen Hurts pass complete short right to DeVonta Smith for 14 yards (tackle by Tomon Fox),1.46,2.72,18.0,2022,269
3.0,7:13,1.0,10.0,NYG 43,0.0,16.0,Jalen Hurts pass incomplete deep right intended for A.J. Brown,2.72,2.18,18.0,2022,269
3.0,7:07,2.0,10.0,NYG 43,0.0,16.0,Jalen Hurts pass incomplete short middle intended for Quez Watkins,2.18,1.49,18.0,2022,269
3.0,7:01,3.0,10.0,NYG 43,0.0,16.0,Jalen Hurts pass complete short left to Kenneth Gainwell for 7 yards (tackle by Rodarius Williams),1.49,0.89,18.0,2022,269
3.0,6:21,4.0,3.0,NYG 36,0.0,19.0,Jake Elliott 54 yard field goal good,0.89,3.0,18.0,2022,269
3.0,6:17,,,PHI 35,0.0,19.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,269
3.0,6:17,1.0,10.0,NYG 25,0.0,19.0,Davis Webb pass complete short right to Lawrence Cager for 14 yards (tackle by James Bradberry),0.61,1.53,18.0,2022,269
3.0,5:43,1.0,10.0,NYG 39,0.0,19.0,Matt Breida left end for 16 yards (tackle by Kyzir White),1.53,2.59,18.0,2022,269
3.0,5:03,1.0,10.0,PHI 45,0.0,19.0,Gary Brightwell left end for 25 yards (tackle by Marcus Epps),2.59,4.24,18.0,2022,269
3.0,4:24,1.0,10.0,PHI 20,0.0,19.0,Lawrence Cager sacked by Kyzir White for -2 yards,4.24,3.42,18.0,2022,269
3.0,3:43,2.0,12.0,PHI 22,0.0,19.0,Davis Webb pass complete short right to Marcus Johnson for 14 yards (tackle by Marcus Epps),3.42,5.37,18.0,2022,269
3.0,3:04,1.0,8.0,PHI 8,0.0,19.0,Gary Brightwell left guard for no gain (tackle by Javon Hargrave),5.37,4.57,18.0,2022,269
3.0,2:18,2.0,8.0,PHI 8,0.0,19.0,"Penalty on Davis Webb: Delay of Game, 5 yards (accepted) (no play)",4.57,3.72,18.0,2022,269
3.0,1:53,2.0,13.0,PHI 13,0.0,19.0,"Penalty on Davis Webb: Delay of Game, 5 yards (accepted) (no play)",3.72,3.15,18.0,2022,269
3.0,1:43,2.0,18.0,PHI 18,0.0,19.0,Davis Webb pass complete short right to Nick Vannett for 12 yards (tackle by Haason Reddick),3.15,4.04,18.0,2022,269
3.0,1:01,3.0,6.0,PHI 6,0.0,19.0,Davis Webb pass incomplete short right intended for Kenny Golladay,4.04,2.99,18.0,2022,269
3.0,0:53,4.0,6.0,PHI 6,3.0,19.0,Graham Gano 24 yard field goal good,2.99,3.0,18.0,2022,269
3.0,0:50,,,NYG 35,3.0,19.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,269
3.0,0:50,1.0,10.0,PHI 25,3.0,19.0,Miles Sanders right guard for 2 yards (tackle by Micah McFadden),0.61,0.33,18.0,2022,269
3.0,0:14,2.0,8.0,PHI 27,3.0,19.0,Jalen Hurts pass incomplete short right,0.33,-0.36,18.0,2022,269
3.0,0:06,3.0,8.0,PHI 27,3.0,19.0,Jalen Hurts pass complete short left to DeVonta Smith for 3 yards (tackle by Rodarius Williams),-0.36,-1.37,18.0,2022,269
4.0,15:00,4.0,5.0,PHI 30,3.0,19.0,Brett Kern punts 29 yards,-1.37,-1.66,18.0,2022,269
4.0,14:50,1.0,10.0,NYG 41,3.0,19.0,Gary Brightwell right end for 4 yards (tackle by Kyzir White),1.66,1.8,18.0,2022,269
4.0,14:16,2.0,5.0,NYG 46,3.0,19.0,Davis Webb pass incomplete short left intended for Lawrence Cager (defended by Milton Williams),1.8,0.96,18.0,2022,269
4.0,14:12,3.0,6.0,NYG 45,3.0,19.0,Gary Brightwell left tackle for 5 yards (tackle by T.J. Edwards),0.96,-0.06,18.0,2022,269
4.0,13:37,,,,,,Timeout #1 by New York Giants,,,18.0,2022,269
4.0,13:37,4.0,1.0,NYG 50,3.0,19.0,Davis Webb pass complete short right to Lawrence Cager for 1 yard (tackle by C.J. Gardner-Johnson),-0.06,2.32,18.0,2022,269
4.0,12:53,1.0,10.0,PHI 49,3.0,19.0,Davis Webb pass complete short middle to Matt Breida for 4 yards (tackle by T.J. Edwards),2.32,2.32,18.0,2022,269
4.0,12:17,2.0,6.0,PHI 45,3.0,19.0,Gary Brightwell right end for 17 yards (tackle by Reed Blankenship),2.32,3.71,18.0,2022,269
4.0,11:39,1.0,10.0,PHI 28,3.0,19.0,Davis Webb pass complete short left to Lawrence Cager for 12 yards (tackle by C.J. Gardner-Johnson),3.71,4.51,18.0,2022,269
4.0,10:55,1.0,10.0,PHI 16,3.0,19.0,"Penalty on Matt Peart: False Start, 5 yards (accepted) (no play)",4.51,4.17,18.0,2022,269
4.0,10:55,1.0,15.0,PHI 21,3.0,19.0,Davis Webb up the middle for 7 yards (tackle by T.J. Edwards),4.17,4.21,18.0,2022,269
4.0,10:13,2.0,8.0,PHI 14,3.0,19.0,Davis Webb pass incomplete short middle intended for Gary Brightwell (defended by Javon Hargrave),4.21,3.37,18.0,2022,269
4.0,10:10,3.0,8.0,PHI 14,9.0,19.0,"Davis Webb up the middle for 14 yards, touchdown",3.37,7.0,18.0,2022,269
4.0,10:04,,,PHI 2,9.0,19.0,Two Point Attempt: Davis Webb pass incomplete,1.0,-1.0,18.0,2022,269
4.0,10:04,,,NYG 35,9.0,19.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,269
4.0,10:04,1.0,10.0,PHI 25,9.0,19.0,Jalen Hurts pass incomplete intended for A.J. Brown,0.61,0.06,18.0,2022,269
4.0,9:58,2.0,10.0,PHI 25,9.0,19.0,Jalen Hurts pass complete short middle to Dallas Goedert for 12 yards (tackle by Rodarius Williams),0.06,1.4,18.0,2022,269
4.0,9:16,1.0,10.0,PHI 37,9.0,19.0,Boston Scott right guard for 21 yards (tackle by Landon Collins and Ryder Anderson),1.4,2.79,18.0,2022,269
4.0,8:34,1.0,10.0,NYG 42,9.0,19.0,Jalen Hurts pass incomplete short right intended for A.J. Brown,2.79,2.24,18.0,2022,269
4.0,8:29,2.0,10.0,NYG 42,9.0,19.0,Jalen Hurts pass complete short left to DeVonta Smith for 11 yards (tackle by Tony Jefferson),2.24,3.51,18.0,2022,269
4.0,7:52,1.0,10.0,NYG 31,9.0,19.0,Kenneth Gainwell right end for 6 yards (tackle by Micah McFadden),3.51,3.78,18.0,2022,269
4.0,7:13,2.0,4.0,NYG 25,9.0,19.0,Kenneth Gainwell right guard for 3 yards (tackle by Henry Mondeaux),3.78,3.47,18.0,2022,269
4.0,6:34,3.0,1.0,NYG 22,9.0,19.0,Jalen Hurts up the middle for 2 yards (tackle by Tomon Fox),3.47,4.24,18.0,2022,269
4.0,5:51,1.0,10.0,NYG 20,9.0,19.0,Boston Scott right guard for -1 yards (tackle by Micah McFadden and Henry Mondeaux),4.24,3.56,18.0,2022,269
4.0,5:09,2.0,11.0,NYG 21,9.0,19.0,Boston Scott right guard for 3 yards (tackle by Jarrad Davis),3.56,3.22,18.0,2022,269
4.0,4:27,3.0,8.0,NYG 18,9.0,19.0,Kenneth Gainwell left tackle for 11 yards (tackle by Tony Jefferson),3.22,5.6,18.0,2022,269
4.0,3:40,1.0,7.0,NYG 7,9.0,19.0,Kenneth Gainwell for 4 yards (tackle by Dane Belton),5.6,5.53,18.0,2022,269
4.0,3:34,,,,,,Timeout #2 by New York Giants,,,18.0,2022,269
4.0,3:34,2.0,3.0,NYG 3,9.0,19.0,Boston Scott right guard for -1 yards (tackle by Jarrad Davis),5.53,4.49,18.0,2022,269
4.0,3:30,,,,,,Timeout #3 by New York Giants,,,18.0,2022,269
4.0,3:30,3.0,4.0,NYG 4,9.0,19.0,Jalen Hurts pass incomplete short left,4.49,3.03,18.0,2022,269
4.0,3:24,4.0,4.0,NYG 4,9.0,22.0,Jake Elliott 22 yard field goal good,3.03,3.0,18.0,2022,269
4.0,3:21,,,PHI 35,9.0,22.0,"Jake Elliott kicks off 59 yards, returned by Gary Brightwell for 40 yards (tackle by K'Von Wallace and Josh Jobe)",0.0,1.99,18.0,2022,269
4.0,3:11,1.0,10.0,NYG 46,9.0,22.0,Davis Webb pass incomplete short left intended for Kenny Golladay (defended by James Bradberry),1.99,1.45,18.0,2022,269
4.0,3:06,2.0,10.0,NYG 46,9.0,22.0,"Penalty on Haason Reddick: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.45,2.13,18.0,2022,269
4.0,3:06,2.0,5.0,PHI 49,9.0,22.0,Davis Webb pass complete short left to Marcus Johnson for 13 yards,2.13,3.18,18.0,2022,269
4.0,2:59,1.0,10.0,PHI 36,9.0,22.0,Davis Webb pass complete short middle to Matt Breida for 2 yards (tackle by T.J. Edwards),3.18,2.91,18.0,2022,269
4.0,2:39,2.0,8.0,PHI 34,9.0,22.0,Davis Webb pass complete short left to Matt Breida for 1 yard (tackle by Kyzir White),2.91,2.35,18.0,2022,269
4.0,2:06,3.0,7.0,PHI 33,9.0,22.0,Davis Webb pass complete short right to Lawrence Cager for 6 yards (tackle by T.J. Edwards),2.35,1.82,18.0,2022,269
4.0,2:00,4.0,1.0,PHI 27,9.0,22.0,Davis Webb up the middle for 2 yards (tackle by Javon Hargrave),1.82,3.91,18.0,2022,269
4.0,1:43,1.0,10.0,PHI 25,15.0,22.0,"Davis Webb pass complete deep right to Kenny Golladay for 25 yards, touchdown",3.91,7.0,18.0,2022,269
4.0,1:38,,,PHI 15,16.0,22.0,Graham Gano kicks extra point good,0.0,0.0,18.0,2022,269
4.0,1:38,,,,,,Timeout #1 by Philadelphia Eagles,,,18.0,2022,269
