Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joe Flacco,NYJ,0,0,-3,0,0,18.0,2022,265
Zonovan Knight,NYJ,0,0,0,0,0,18.0,2022,265
Ty Johnson,NYJ,3,2,13,0,12,18.0,2022,265
Michael Carter,NYJ,3,2,1,0,6,18.0,2022,265
Garrett Wilson,NYJ,17,9,89,0,36,18.0,2022,265
Corey Davis,NYJ,3,1,17,0,17,18.0,2022,265
Tyler Conklin,NYJ,4,2,13,0,7,18.0,2022,265
Elijah Moore,NYJ,1,1,11,0,15,18.0,2022,265
Jeremy Ruckert,NYJ,1,1,8,0,8,18.0,2022,265
Skylar Thompson,MIA,0,0,0,0,0,18.0,2022,265
Jeff Wilson,MIA,2,2,2,0,2,18.0,2022,265
Raheem Mostert,MIA,2,2,-10,0,1,18.0,2022,265
Jaylen Waddle,MIA,5,5,44,0,15,18.0,2022,265
Salvon Ahmed,MIA,0,0,0,0,0,18.0,2022,265
Mike Gesicki,MIA,6,4,46,0,32,18.0,2022,265
Durham Smythe,MIA,5,3,39,0,26,18.0,2022,265
Tyreek Hill,MIA,5,2,23,0,15,18.0,2022,265
River Cracraft,MIA,1,1,5,0,5,18.0,2022,265
Erik Ezukanma,MIA,1,1,3,0,3,18.0,2022,265
