Player,Pos,home_team,team,week,year,game_id
Kirk Cousins,QB,0,Vikings,18.0,2022,262
Dalvin Cook,RB,0,Vikings,18.0,2022,262
Justin Jefferson,WR,0,Vikings,18.0,2022,262
Adam Thielen,WR,0,Vikings,18.0,2022,262
T.J. Hockenson,TE,0,Vikings,18.0,2022,262
Irv Smith Jr.,TE,0,Vikings,18.0,2022,262
Chris Reed,OL,0,Vikings,18.0,2022,262
Christian Darrisaw,T,0,Vikings,18.0,2022,262
Ezra Cleveland,G,0,Vikings,18.0,2022,262
Oli Udoh,G,0,Vikings,18.0,2022,262
Ed Ingram,G,0,Vikings,18.0,2022,262
Khyiris Tonga,DL,0,Vikings,18.0,2022,262
Dalvin Tomlinson,DL,0,Vikings,18.0,2022,262
Harrison Phillips,DL,0,Vikings,18.0,2022,262
D.J. Wonnum,OLB,0,Vikings,18.0,2022,262
Danielle Hunter,OLB,0,Vikings,18.0,2022,262
Eric Kendricks,LB,0,Vikings,18.0,2022,262
Jordan Hicks,LB,0,Vikings,18.0,2022,262
Duke Shelley,CB,0,Vikings,18.0,2022,262
Patrick Peterson,CB,0,Vikings,18.0,2022,262
Josh Metellus,S,0,Vikings,18.0,2022,262
Camryn Bynum,S,0,Vikings,18.0,2022,262
