Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Davis Mills,HOU,0,0,18.0,2022,264
Jeff Driskel,HOU,0,0,18.0,2022,264
Dare Ogunbowale,HOU,0,0,18.0,2022,264
Royce Freeman,HOU,1,1,18.0,2022,264
Brandin Cooks,HOU,0,0,18.0,2022,264
Teagan Quitoriano,HOU,0,0,18.0,2022,264
Jordan Akins,HOU,0,0,18.0,2022,264
Amari Rodgers,HOU,1,0,18.0,2022,264
Rex Burkhead,HOU,0,0,18.0,2022,264
Troy Hairston,HOU,0,0,18.0,2022,264
Chris Moore,HOU,0,0,18.0,2022,264
Sam Ehlinger,IND,1,0,18.0,2022,264
Zack Moss,IND,0,0,18.0,2022,264
Deon Jackson,IND,0,0,18.0,2022,264
Parris Campbell,IND,1,0,18.0,2022,264
Alec Pierce,IND,0,0,18.0,2022,264
Michael Pittman Jr.,IND,0,0,18.0,2022,264
Jelani Woods,IND,0,0,18.0,2022,264
Mo Alie-Cox,IND,0,0,18.0,2022,264
