Player,Pos,home_team,team,week,year,game_id
Trevor Lawrence,QB,1,Jaguars,18.0,2022,257
Travis Etienne,RB,1,Jaguars,18.0,2022,257
Christian Kirk,WR,1,Jaguars,18.0,2022,257
Zay Jones,WR,1,Jaguars,18.0,2022,257
Chris Manhertz,TE,1,Jaguars,18.0,2022,257
Evan Engram,TE,1,Jaguars,18.0,2022,257
Tyler Shatley,OL,1,Jaguars,18.0,2022,257
Brandon Scherff,OL,1,Jaguars,18.0,2022,257
Walker Little,OL,1,Jaguars,18.0,2022,257
Jawaan Taylor,OL,1,Jaguars,18.0,2022,257
Luke Fortner,OL,1,Jaguars,18.0,2022,257
Folorunso Fatukasi,DL,1,Jaguars,18.0,2022,257
Roy Robertson-Harris,DL,1,Jaguars,18.0,2022,257
DaVon Hamilton,DT,1,Jaguars,18.0,2022,257
Travon Walker,OLB,1,Jaguars,18.0,2022,257
Josh Hines-Allen,OLB,1,Jaguars,18.0,2022,257
Devin Lloyd,LB,1,Jaguars,18.0,2022,257
Foyesade Oluokun,LB,1,Jaguars,18.0,2022,257
Darious Williams,CB,1,Jaguars,18.0,2022,257
Tyson Campbell,CB,1,Jaguars,18.0,2022,257
Rayshawn Jenkins,S,1,Jaguars,18.0,2022,257
Andre Cisco,S,1,Jaguars,18.0,2022,257
