Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Deshaun Watson,CLE,1,0,18.0,2022,263
Nick Chubb,CLE,0,0,18.0,2022,263
Kareem Hunt,CLE,0,0,18.0,2022,263
Amari Cooper,CLE,0,0,18.0,2022,263
Donovan Peoples-Jones,CLE,0,0,18.0,2022,263
David Njoku,CLE,0,0,18.0,2022,263
Harrison Bryant,CLE,0,0,18.0,2022,263
Michael Woods II,CLE,0,0,18.0,2022,263
David Bell,CLE,0,0,18.0,2022,263
Kenny Pickett,PIT,1,0,18.0,2022,263
Najee Harris,PIT,1,1,18.0,2022,263
Jaylen Warren,PIT,0,0,18.0,2022,263
Steven Sims,PIT,1,0,18.0,2022,263
Connor Heyward,PIT,0,0,18.0,2022,263
Gunner Olszewski,PIT,0,0,18.0,2022,263
Derek Watt,PIT,0,0,18.0,2022,263
George Pickens,PIT,0,0,18.0,2022,263
Diontae Johnson,PIT,0,0,18.0,2022,263
Zach Gentry,PIT,0,0,18.0,2022,263
Pat Freiermuth,PIT,0,0,18.0,2022,263
